ticker,n_strategies,constraints_met,base_full_avg,base_full_trades,base_full_hit,base_frozen_avg,base_frozen_trades,base_frozen_hit,sel_full_avg,sel_full_trades,sel_full_hit,sel_frozen_avg,sel_frozen_trades,sel_frozen_hit,density_full_req,density_frozen_req
UBPSX,3,True,0.1213661266769523,4372,0.5139524245196706,0.3264018090273307,393,0.5648854961832062,0.22630630581820893,2003,0.5546679980029955,0.3417287039187082,190,0.5842105263157895,200,40
UCPIX,1,True,0.3188250673844444,132,0.553030303030303,0.3119471173971214,33,0.6666666666666666,0.3188250673844444,132,0.553030303030303,0.3119471173971214,33,0.6666666666666666,120,30
UCPSX,1,True,0.27314627834677135,239,0.5564853556485355,0.5827449668738705,80,0.6375,0.3837824191168044,124,0.5645161290322581,0.5944559487177534,58,0.603448275862069,120,30
UDPIX,3,True,0.09782594239458826,5151,0.5383420695010678,0.13029933910529715,393,0.5470737913486005,0.20154485100526753,2537,0.5675995270003942,0.3954092838178054,194,0.6494845360824743,200,40
UDPSX,1,True,0.08814877464787761,5093,0.5374042803848419,0.12554944983127497,392,0.5459183673469388,0.491111348745088,529,0.55765595463138,0.8174210226725458,42,0.5952380952380952,120,30
UEPIX,4,True,0.19232848998732385,919,0.5712731229597389,0.20406101680439984,201,0.5771144278606966,0.21795970273476276,480,0.5729166666666666,0.27299008359359167,104,0.5865384615384616,200,40
UEPSX,5,True,0.17748213388005862,948,0.5759493670886076,0.22785842596567144,197,0.6040609137055838,0.20034363075620765,503,0.5745526838966203,0.25879897424058407,107,0.5981308411214953,200,40
UFPIX,3,True,0.18682334948140805,1048,0.5591603053435115,0.18729753138016278,144,0.5625,0.22408310473170978,852,0.5633802816901409,0.22251656211196613,107,0.5514018691588785,160,35
UFPSX,5,True,0.2035719079143445,974,0.5595482546201233,0.2754534984093567,134,0.5746268656716418,0.22467313615189155,929,0.5554359526372443,0.2578621012688343,127,0.5905511811023622,120,30
UGPIX,3,True,0.1330999070222776,4300,0.5274418604651163,0.24258902713758548,385,0.5064935064935064,0.2745194440493375,2226,0.5440251572327044,0.6372096127235078,190,0.5842105263157895,200,40
