name,category,source,symbol,isin,ref_name,yahoo_name,overlap,currency_ok,yahoo_currency,yahoo_type,verdict,recommendation
INVESCO GLOBAL CONSUMER TRENDS C USD USD,GLOBAL,FT-ISIN->Yahoo,0P00000AN0,LU0100598878,Invesco Funds - Invesco Global Consumer Trends Fund C Accumulation USD,Invesco Glbl Consmr Trnds C USD Acc,0.25,True,USD,MUTUALFUND,存疑,待人工核
INVESCO GLOBAL EQUITY FUND C (USD)-ANNUAL DISTRIBUTION USD,GLOBAL,Yahoo按名称,IGET.L,LU0267985157,INVESCO GLOBAL EQUITY FUND C (USD)-ANNUAL DISTRIBUTION USD,Invesco Global Equity Income Trust ord,0.75,False,GBp,EQUITY,存疑-币种不符,待人工核
ISHARES GLOBAL HIGH YIELD CORP BD UCITS USD ACC USD,GLOBAL,Yahoo按名称,CEBR.DE,,ISHARES GLOBAL HIGH YIELD CORP BD UCITS USD ACC USD,iShares Global High Yield Corp Bond UCITS ETF EUR Hedged (Acc),0.8,False,EUR,ETF,存疑-币种不符,待人工核
ISHARES MSCI EM LATIN AMERICA USD,AMERICAN,Yahoo按名称,LTAM.L,,ISHARES MSCI EM LATIN AMERICA USD,iShares MSCI EM Latin America UCITS ETF USD (Dist),1.0,False,GBp,ETF,存疑-币种不符,待人工核
ISHARES S&P GLOBAL TIMBER & FORESTRY USD,GLOBAL,Yahoo按名称,XGD.TO,,ISHARES S&P GLOBAL TIMBER & FORESTRY USD,iShares S&P/TSX Global Gold Index ETF,0.5,False,CAD,ETF,存疑-币种不符,待人工核
J O HAMBRO CAP GLOBAL OPPS A USD INC NAV USD,GLOBAL,Yahoo按名称,U650.MU,,J O HAMBRO CAP GLOBAL OPPS A USD INC NAV USD,J O Hambro Capital Management Umbrella Fund plc - J O Hambro Capital Management Global Select Fund,0.5,False,EUR,ETF,存疑-币种不符,待人工核
JANUS HENDERSON GLOBAL EQUITY FUND R\$ ACC A2 USD USD,GLOBAL,FT-ISIN->Yahoo,0P00000HSG,IE0033534557,Janus Henderson Capital Funds plc - Global Real Estate Equity Income Fund Class A2 USD,Janus Henderson Glb Rl EstEqInc A2USD,0.33,True,USD,MUTUALFUND,存疑,待人工核
JANUS HENDERSON GLOBAL REAL ESTATE A3Q USD USD,GLOBAL,FT-ISIN->Yahoo,F4QR.MU,IE0033534441,Janus Henderson Capital Funds plc - Global Real Estate Equity Income Fund Class A3q USD,Janus Henderson Capital Funds plc - Janus Global Real Estate Fund,1.0,False,EUR,ETF,存疑-币种不符,待人工核
JANUS HENDERSON HORIZON GLOBAL PROPERTY EQUITIES FUND A3Q USD USD,GLOBAL,FT-ISIN->Yahoo,HZ5Y.F,LU0209137206,Janus Henderson Horizon Global Property Equities Fund A3q USD,Janus Henderson Horizon - Global Property Equities Fund,1.0,False,EUR,ETF,存疑-币种不符,待人工核
JANUS HENDERSON HORIZON GLOBAL TECHNOLOGY LEADERS FUND A1 USD USD,GLOBAL,FT-ISIN->Yahoo,FGVA.MU,LU0209158467,Janus Henderson Horizon Global Technology Leaders Fund A1 USD,Janus Henderson Horizon - Global Technology Fund,1.0,False,EUR,ETF,存疑-币种不符,待人工核
JANUS HENDERSON HORIZON GLOBAL TECHNOLOGY LEADERS FUND A2 USD USD,GLOBAL,Yahoo按名称,0P0000YWFQ.SI,LU0070992663,JANUS HENDERSON HORIZON GLOBAL TECHNOLOGY LEADERS FUND A2 USD USD,Janus Henderson Horizon Global Technology Leaders Fund A2 HSGD,1.0,False,SGD,MUTUALFUND,存疑-币种不符,待人工核
JANUS HENDERSON HORIZON GLOBAL TECHNOLOGY LEADERS FUND H2 USD USD,GLOBAL,FT-ISIN->Yahoo,0P0000YFYK,LU0828813369,Janus Henderson Horizon Global Technology Leaders Fund H2 USD,Janus Henderson Hrzn GlbTechLdrs H2USD,0.4,True,USD,MUTUALFUND,存疑,待人工核
JP MORGAN GLOBAL SOCIALLY RESPONSIBLE A ACC USD,GLOBAL,Yahoo按名称,0P0001M07F.L,,JP MORGAN GLOBAL SOCIALLY RESPONSIBLE A ACC USD,UWS JP Morgan Global (ex-UK) A OSB,0.6,False,GBP,MUTUALFUND,存疑-币种不符,待人工核
JPMORGAN AMERICA EQUITY A USD USD,AMERICAN,FT-ISIN->Yahoo,JPJA.F,LU0053666078,JPMorgan Funds - America Equity Fund A (dist) USD,JPMorgan Funds - America Equity Fund,1.0,False,EUR,ETF,存疑-币种不符,待人工核
JPMORGAN ASSET MGM LATIN AMERICA EQUITY A DIS USD USD,AMERICAN,Yahoo按名称,00401A.TW,,JPMORGAN ASSET MGM LATIN AMERICA EQUITY A DIS USD USD,JPMorgan (Taiwan) Taiwan Equity High Income Active ETF,0.33,False,TWD,ETF,存疑,待人工核
JUPITER GLOBAL FUND JUPITER FINANCIAL INNOVATION L USD ACC NAV USD,GLOBAL,Yahoo按名称,0P00007W57.L,,JUPITER GLOBAL FUND JUPITER FINANCIAL INNOVATION L USD ACC NAV USD,Jupiter Global Fund - Jupiter Financial Innovation,1.0,False,GBP,MUTUALFUND,存疑-币种不符,待人工核
JUPITER MERIAN GLOBAL EQUITY ABSOLUTE RETURN FUND I USD ACC USD,GLOBAL,Yahoo按名称,0P0001339A,,JUPITER MERIAN GLOBAL EQUITY ABSOLUTE RETURN FUND I USD ACC USD,Jupiter Merian Glb Eq Abs Rt I USD Acc,0.4,True,USD,MUTUALFUND,存疑,待人工核
JUPITER MERIAN GLOBAL EQUITY ABSOLUTE RETURN FUND L USD ACC USD,GLOBAL,Yahoo按名称,0P00013397,,JUPITER MERIAN GLOBAL EQUITY ABSOLUTE RETURN FUND L USD ACC USD,Jupiter Merian Glb Eq Abs Rt L USD Acc,0.4,True,USD,MUTUALFUND,存疑,待人工核
LIONTRUST GF SUSTAINABLE FUTURE GLOBAL GROWTH FUND B5 ACC USD USD,GLOBAL,Yahoo按名称,0P0001IRM0.F,,LIONTRUST GF SUSTAINABLE FUTURE GLOBAL GROWTH FUND B5 ACC USD USD,Liontrust GF Sustainable Future Global Growth Fund,1.0,False,EUR,MUTUALFUND,存疑-币种不符,待人工核
MAN GLOBAL INVESTMENT GRADE OPPORTUNITIES I ACC USD,GLOBAL,Yahoo按名称,0P0001NTQ4.L,,MAN GLOBAL INVESTMENT GRADE OPPORTUNITIES I ACC USD,BlackRock Solutions Funds ICAV - Coutts Actively Managed Global Investment Grade Credit Fund,0.6,False,GBP,MUTUALFUND,存疑-币种不符,待人工核
MFS MERIDIAN FUNDS GLOBAL TOTAL RETURN A1 USD CAP USD,GLOBAL,Yahoo按名称,FHTF.MU,,MFS MERIDIAN FUNDS GLOBAL TOTAL RETURN A1 USD CAP USD,MFS Meridian Funds - Global Total Return Fund,1.0,False,EUR,ETF,存疑-币种不符,待人工核
MGTS PROGENY PROFOLIO GLOBAL 30-50% SHARES FUND ACC USD,GLOBAL,Yahoo按名称,0P0001R09P.L,,MGTS PROGENY PROFOLIO GLOBAL 30-50% SHARES FUND ACC USD,MGTS Progeny ProFolio Global 30-50% Shares Fund,1.0,False,GBP,MUTUALFUND,存疑-币种不符,待人工核
MORGAN STANLEY GLOBAL ADVANTAGE A EUR ACC NAV USD,GLOBAL,Yahoo按名称,MSJAX,,MORGAN STANLEY GLOBAL ADVANTAGE A EUR ACC NAV USD,Morgan Stanley Global Endurance A,0.75,False,USD,MUTUALFUND,存疑-币种不符,待人工核
MORGAN STANLEY GLOBAL ADVANTAGE FUND Z ACC USD,GLOBAL,Yahoo按名称,0P0000CNA5.F,,MORGAN STANLEY GLOBAL ADVANTAGE FUND Z ACC USD,Mediolanum Best Brands Morgan Stanley Global Selection,0.75,False,EUR,MUTUALFUND,存疑-币种不符,待人工核
NEW HORIZON GLOBAL BALANCED FUND C USD ACC USD,GLOBAL,Yahoo按名称,0P0001D65K.L,,NEW HORIZON GLOBAL BALANCED FUND C USD ACC USD,New Horizon Global Balanced E GBP,1.0,False,GBP,MUTUALFUND,存疑-币种不符,待人工核
NEW HORIZON GLOBAL BALANCED FUND F USD ACC USD,GLOBAL,Yahoo按名称,0P0001F4JT.L,,NEW HORIZON GLOBAL BALANCED FUND F USD ACC USD,New Horizon Global Balanced F GBP,1.0,False,GBP,MUTUALFUND,存疑-币种不符,待人工核
NEW HORIZON GLOBAL BALANCED FUND M USD ACC USD,GLOBAL,Yahoo按名称,0P0001F4JV.L,,NEW HORIZON GLOBAL BALANCED FUND M USD ACC USD,New Horizon Global Balanced M GBP,1.0,False,GBP,MUTUALFUND,存疑-币种不符,待人工核
NEW HORIZON GLOBAL INNOVATION D ACC USD,GLOBAL,Yahoo按名称,0P0001SS10.F,,NEW HORIZON GLOBAL INNOVATION D ACC USD,New Horizon Global Innovation C EUR Acc,1.0,False,EUR,MUTUALFUND,存疑-币种不符,待人工核
NINETY ONE GLOBAL MULTI-ASSET INC A INC-2 USD,GLOBAL,FT-ISIN->Yahoo,0P0000URPG,LU0700851271,Ninety One Global Strategy Fund - Emerging Markets Multi-Asset Fund A Acc USD,Ninety One GSF EM Mlt-Asst A Acc USD,0.33,True,USD,MUTUALFUND,存疑,待人工核
NINETY ONE GLOBAL NATURAL RESOURCES C INC USD,GLOBAL,FT-ISIN->Yahoo,0P0001HDEI,LU1982815224,Ninety One Global Strategy Fund - Global Natural Resources Fund C USD Acc,Ninety One GSF Glb Ntrl Res C USD Acc,0.33,True,USD,MUTUALFUND,存疑,待人工核
NINETY ONE GLOBAL ST GBL MULTI ASSET INC IX INC USD,GLOBAL,Yahoo按名称,0P00000R8P,,NINETY ONE GLOBAL ST GBL MULTI ASSET INC IX INC USD,Ninety One GSF Glb StratMgd A Inc USD,0.4,True,USD,MUTUALFUND,存疑,待人工核
NINETY ONE GLOBAL ST GBL MULTI AST INC A USD ACC USD,GLOBAL,Yahoo按名称,0P00000R8P,,NINETY ONE GLOBAL ST GBL MULTI AST INC A USD ACC USD,Ninety One GSF Glb StratMgd A Inc USD,0.4,True,USD,MUTUALFUND,存疑,待人工核
NINETY ONE GLOBAL ST GBL MULTI AST INC I USD DIS USD,GLOBAL,Yahoo按名称,0P0001RBUZ,,NINETY ONE GLOBAL ST GBL MULTI AST INC I USD DIS USD,Ninety One GSF Glbl Crdt Inc C Inc2USD,0.33,True,USD,MUTUALFUND,存疑,待人工核
NINETY ONE GLOBAL STRATEGY FUND GLOBAL NATURAL RESOURCES FUND I ACC USD,GLOBAL,FT-ISIN->Yahoo,0P00009X5L,LU0345781172,Ninety One Global Strategy Fund - Global Natural Resources Fund I Acc USD,Ninety One GSF Glb Ntrl Res I Acc USD,0.33,True,USD,MUTUALFUND,存疑,待人工核
NINETY-ONE GLOBAL ST GLOBAL VALUE EQTY A USD ACC USD,GLOBAL,Yahoo按名称,0P00000R8P,,NINETY-ONE GLOBAL ST GLOBAL VALUE EQTY A USD ACC USD,Ninety One GSF Glb StratMgd A Inc USD,0.4,True,USD,MUTUALFUND,存疑,待人工核
NINETY-ONE GS GLOBAL EQUITY A INC USD,GLOBAL,FT-ISIN->Yahoo,0P00000R8Y,LU0345770993,Ninety One Global Strategy Fund - Global Strategic Equity Fund A Inc USD,Ninety One GSF Glb Strat Eq A Inc USD,0.33,True,USD,MUTUALFUND,存疑,待人工核
PIMCO GIS GLOBAL HIGH YIELD E INC USD USD,GLOBAL,Yahoo按名称,0P00006D1H,IE0002420739,PIMCO GIS GLOBAL HIGH YIELD E INC USD USD,PIMCO GIS Glb Hi Yld Bd E USD Acc,0.4,True,USD,MUTUALFUND,存疑,待人工核
PIMCO GIS GLOBAL INVESTMENT GRADE CREDIT E USD INC USD,GLOBAL,FT-ISIN->Yahoo,0P00000WBD,IE0033386453,PIMCO GIS Global Investment Grade Credit Fund Institutional USD Income,PIMCO GIS GlInGd Crdt Instl USD Inc,0.4,True,USD,MUTUALFUND,存疑,待人工核
PIMCO GLOBAL ADVIS DIVSFD INC INST ACC NAV USD,GLOBAL,Yahoo按名称,0P0001I30F.TO,,PIMCO GLOBAL ADVIS DIVSFD INC INST ACC NAV USD,IG PIMCO Global Bond Fund F,0.5,False,CAD,MUTUALFUND,存疑-币种不符,待人工核
PIMCO GLOBAL ADVIS GBL REAL RETURN INSTL INC USD,GLOBAL,Yahoo按名称,0P0001I30F.TO,,PIMCO GLOBAL ADVIS GBL REAL RETURN INSTL INC USD,IG PIMCO Global Bond Fund F,0.5,False,CAD,MUTUALFUND,存疑-币种不符,待人工核
PINEBRIDGE GLOBAL DYNAMIC ASSET ALLOCATION Y USD ACC USD,GLOBAL,FT-ISIN->Yahoo,0P00000RKU,IE0007357332,PineBridge Global Dynamic Asset Allocation Fund Y,PineBridge Glbl Dyn Asset Allc Y,0.4,True,USD,MUTUALFUND,存疑,待人工核
PINEBRIDGE GLOBAL EMERGING MARKETS FOCUS EQUITY Y USD ACC USD,GLOBAL,FT-ISIN->Yahoo,0P00000RRD,IE0004897173,PineBridge Global Emerging Markets Focus Equity Fund Y,PineBridge Global Emerg Mkts Foc Eq Y,0.33,True,USD,MUTUALFUND,存疑,待人工核
PZENA GLOBAL EXPANDED VALUE FUND A USD INC USD,GLOBAL,Yahoo按名称,0P00013PR9.L,,PZENA GLOBAL EXPANDED VALUE FUND A USD INC USD,Pzena Global Value A GBP Acc,1.0,False,GBP,MUTUALFUND,存疑-币种不符,待人工核
QUILTER INVESTORS GLOBAL EQUITY VALUE FUND ACC USD,GLOBAL,Yahoo按名称,0P0001D7J3.L,,QUILTER INVESTORS GLOBAL EQUITY VALUE FUND ACC USD,Quilter Investors Global Equity Absolute Return Fund,0.75,False,GBP,MUTUALFUND,存疑-币种不符,待人工核
ROBECO GLOBAL CONSUMER TRENDS EQUITIES CID USD USD,GLOBAL,Yahoo按名称,XRQ3.F,,ROBECO GLOBAL CONSUMER TRENDS EQUITIES CID USD USD,Robeco Capital Growth Funds - Robeco Consumer Trends Equities,0.67,False,EUR,ETF,存疑-币种不符,待人工核
SANLAM AI GLOBAL MANAGED RISK BASE A2 ACC USD,GLOBAL,Yahoo按名称,0P00013EB2,,SANLAM AI GLOBAL MANAGED RISK BASE A2 ACC USD,A.I.Machines Glb Mgd Risk A2 USD Base Ac,0.43,True,USD,MUTUALFUND,存疑,待人工核
SANLAM AI GLOBAL MANAGED RISK BASE L2 ACC USD,GLOBAL,Yahoo按名称,0P0001E1JG,,SANLAM AI GLOBAL MANAGED RISK BASE L2 ACC USD,A.I.Machines Glb Mgd Risk 5N2USD Base Ac,0.33,True,USD,MUTUALFUND,存疑,待人工核
SANLAM AI GLOBAL MANAGED RISK FUND N ACC USD,GLOBAL,Yahoo按名称,0P0001CZWD,,SANLAM AI GLOBAL MANAGED RISK FUND N ACC USD,A.I.Machines Glb Mgd Risk N USD Acc,0.25,True,USD,MUTUALFUND,存疑,待人工核
Schroder Int Sel Global Energy A Acc USD,GLOBAL,Yahoo按名称,0P000019EE,LU0256331488,Schroder Int Sel Global Energy A Acc USD,Schroder International Selection Fund Global Equity A Accumulation USD,0.4,True,USD,MUTUALFUND,存疑,待人工核
SCHRODER INT SEL GLOBAL EQUITY A USD ACC USD,GLOBAL,FT-ISIN->Yahoo,ZJPC.F,LU0215105999,Schroder International Selection Fund Global Equity A Accumulation USD,Schroder International Selection Fund SICAV- Global Equity,1.0,False,EUR,ETF,存疑-币种不符,待人工核
Schroder Int Sel Global Equity Alpha A USD Acc USD,GLOBAL,FT-ISIN->Yahoo,HV8M.MU,LU0225283273,Schroder International Selection Fund Global Equity Alpha A Accumulation USD,Schroder International Selection Fund SICAV - Global Equity Alpha Fund,1.0,False,EUR,ETF,存疑-币种不符,待人工核
SCHRODER ISF GLOBAL EQUITY ALPHA C ACC USD,GLOBAL,FT-ISIN->Yahoo,0P00001CEH,LU0225283786,Schroder International Selection Fund Global Equity Alpha C Accumulation USD,Schroder ISF Global Eq Alp C Acc USD,0.4,True,USD,MUTUALFUND,存疑,待人工核
SCHRODER ISF GLOBAL HIGH YIELD C ACC USD,GLOBAL,FT-ISIN->Yahoo,SRVT.F,LU0189893794,Schroder International Selection Fund Global High Yield C Accumulation USD,Schroder International Selection Fund SICAV - Global High Yield,1.0,False,EUR,ETF,存疑-币种不符,待人工核
T ROWE GLOBAL FOCUSED GROWTH EQUITY Q USD USD,GLOBAL,FT-ISIN->Yahoo,0P0001EVSL,LU1892523231,T. Rowe Price Funds SICAV - Global Focused Growth Equity Fund Q,T. Rowe Price Glb Foc Gr Eq Q,0.33,True,USD,MUTUALFUND,存疑,待人工核
T.ROWE PRICE FDS GLOBAL TECHNOLOGY EQUITY Q USD,GLOBAL,Yahoo按名称,TRI3.MU,,T.ROWE PRICE FDS GLOBAL TECHNOLOGY EQUITY Q USD,T. Rowe Price Funds SICAV - Global Allocation Fund,0.4,False,EUR,ETF,存疑,待人工核
T.ROWE PRICE GLOBAL HI YLD BD A USD USD,GLOBAL,Yahoo按名称,TRGRX,,T.ROWE PRICE GLOBAL HI YLD BD A USD USD,T. Rowe Price Global Real Estate,0.4,True,USD,MUTUALFUND,存疑,待人工核
VANGUARD GLOBAL SMALL-CAP INDEX USD ACC USD,GLOBAL,Yahoo按名称,0P00012I66.F,,VANGUARD GLOBAL SMALL-CAP INDEX USD ACC USD,Vanguard Global Small-Cap Index Fund,1.0,False,EUR,MUTUALFUND,存疑-币种不符,待人工核
VT DE LISLE AMERICA B ACC USD,AMERICAN,Yahoo按名称,0P0001PMCT.L,,VT DE LISLE AMERICA B ACC USD,VT De Lisle America B GBP Hdg,1.0,False,GBP,MUTUALFUND,存疑-币种不符,待人工核
