condition,horizon,eligible_funds,pass_signals
EEM_down_FXY_down_JNK_up,2,126,0
EEM_down_FXY_down_JNK_up,3,126,1
EEM_down_FXY_up_JNK_down,1,126,8
EEM_down_FXY_up_JNK_down,2,126,5
EEM_down_FXY_up_JNK_down,3,126,0
EEM_up_FXY_down_JNK_down,1,126,0
EEM_up_FXY_down_JNK_down,2,126,2
EEM_up_FXY_down_JNK_down,3,126,0
EEM_up_FXY_up_LQD_up,1,127,5
EEM_up_FXY_up_LQD_up,2,127,0
EEM_up_FXY_up_LQD_up,3,127,0
EEM_down_FXY_down_LQD_down,1,128,0
EEM_down_FXY_down_LQD_down,2,128,2
EEM_down_FXY_down_LQD_down,3,128,0
EEM_up_FXY_up_LQD_down,1,0,0
EEM_up_FXY_up_LQD_down,2,0,0
EEM_up_FXY_up_LQD_down,3,0,0
EEM_up_FXY_down_LQD_up,1,126,1
EEM_up_FXY_down_LQD_up,2,126,2
EEM_up_FXY_down_LQD_up,3,126,0
EEM_down_FXY_up_LQD_up,1,126,9
EEM_down_FXY_up_LQD_up,2,126,6
EEM_down_FXY_up_LQD_up,3,126,5
EEM_down_FXY_down_LQD_up,1,126,0
EEM_down_FXY_down_LQD_up,2,126,1
EEM_down_FXY_down_LQD_up,3,126,3
EEM_down_FXY_up_LQD_down,1,0,0
EEM_down_FXY_up_LQD_down,2,0,0
EEM_down_FXY_up_LQD_down,3,0,0
EEM_up_FXY_down_LQD_down,1,126,0
EEM_up_FXY_down_LQD_down,2,126,0
EEM_up_FXY_down_LQD_down,3,126,0
EEM_up_FXY_up_QQQ_up,1,127,0
EEM_up_FXY_up_QQQ_up,2,127,0
EEM_up_FXY_up_QQQ_up,3,127,0
EEM_down_FXY_down_QQQ_down,1,127,0
EEM_down_FXY_down_QQQ_down,2,127,4
EEM_down_FXY_down_QQQ_down,3,127,3
EEM_up_FXY_up_QQQ_down,1,0,0
EEM_up_FXY_up_QQQ_down,2,0,0
EEM_up_FXY_up_QQQ_down,3,0,0
EEM_up_FXY_down_QQQ_up,1,127,0
EEM_up_FXY_down_QQQ_up,2,127,0
EEM_up_FXY_down_QQQ_up,3,127,0
EEM_down_FXY_up_QQQ_up,1,0,0
EEM_down_FXY_up_QQQ_up,2,0,0
EEM_down_FXY_up_QQQ_up,3,0,0
EEM_down_FXY_down_QQQ_up,1,126,0
EEM_down_FXY_down_QQQ_up,2,126,0
EEM_down_FXY_down_QQQ_up,3,126,0
EEM_down_FXY_up_QQQ_down,1,126,14
EEM_down_FXY_up_QQQ_down,2,126,10
EEM_down_FXY_up_QQQ_down,3,126,8
EEM_up_FXY_down_QQQ_down,1,0,0
EEM_up_FXY_down_QQQ_down,2,0,0
EEM_up_FXY_down_QQQ_down,3,0,0
EEM_up_FXY_up_SLV_up,1,127,2
EEM_up_FXY_up_SLV_up,2,127,0
EEM_up_FXY_up_SLV_up,3,127,0
EEM_down_FXY_down_SLV_down,1,128,0
EEM_down_FXY_down_SLV_down,2,128,0
EEM_down_FXY_down_SLV_down,3,128,2
EEM_up_FXY_up_SLV_down,1,0,0
EEM_up_FXY_up_SLV_down,2,0,0
EEM_up_FXY_up_SLV_down,3,0,0
EEM_up_FXY_down_SLV_up,1,126,0
EEM_up_FXY_down_SLV_up,2,126,0
EEM_up_FXY_down_SLV_up,3,126,0
EEM_down_FXY_up_SLV_up,1,126,14
EEM_down_FXY_up_SLV_up,2,126,2
EEM_down_FXY_up_SLV_up,3,126,3
EEM_down_FXY_down_SLV_up,1,126,0
EEM_down_FXY_down_SLV_up,2,126,8
EEM_down_FXY_down_SLV_up,3,126,0
EEM_down_FXY_up_SLV_down,1,0,0
EEM_down_FXY_up_SLV_down,2,0,0
EEM_down_FXY_up_SLV_down,3,0,0
EEM_up_FXY_down_SLV_down,1,126,0
EEM_up_FXY_down_SLV_down,2,126,0
EEM_up_FXY_down_SLV_down,3,126,0
EEM_up_FXY_up_SPY_up,1,127,4
EEM_up_FXY_up_SPY_up,2,127,0
EEM_up_FXY_up_SPY_up,3,127,0
EEM_down_FXY_down_SPY_down,1,127,0
EEM_down_FXY_down_SPY_down,2,127,2
EEM_down_FXY_down_SPY_down,3,127,4
EEM_up_FXY_up_SPY_down,1,0,0
EEM_up_FXY_up_SPY_down,2,0,0
EEM_up_FXY_up_SPY_down,3,0,0
EEM_up_FXY_down_SPY_up,1,127,0
EEM_up_FXY_down_SPY_up,2,127,0
EEM_up_FXY_down_SPY_up,3,127,0
EEM_down_FXY_up_SPY_up,1,0,0
EEM_down_FXY_up_SPY_up,2,0,0
EEM_down_FXY_up_SPY_up,3,0,0
EEM_down_FXY_down_SPY_up,1,126,0
EEM_down_FXY_down_SPY_up,2,126,0
EEM_down_FXY_down_SPY_up,3,126,0
EEM_down_FXY_up_SPY_down,1,126,17
EEM_down_FXY_up_SPY_down,2,126,12
EEM_down_FXY_up_SPY_down,3,126,10
EEM_up_FXY_down_SPY_down,1,0,0
EEM_up_FXY_down_SPY_down,2,0,0
EEM_up_FXY_down_SPY_down,3,0,0
EEM_up_FXY_up_TIP_up,1,126,11
EEM_up_FXY_up_TIP_up,2,126,4
EEM_up_FXY_up_TIP_up,3,126,4
EEM_down_FXY_down_TIP_down,1,127,0
EEM_down_FXY_down_TIP_down,2,127,0
EEM_down_FXY_down_TIP_down,3,127,0
EEM_up_FXY_up_TIP_down,1,0,0
EEM_up_FXY_up_TIP_down,2,0,0
EEM_up_FXY_up_TIP_down,3,0,0
EEM_up_FXY_down_TIP_up,1,126,0
EEM_up_FXY_down_TIP_up,2,126,0
EEM_up_FXY_down_TIP_up,3,126,2
EEM_down_FXY_up_TIP_up,1,126,7
EEM_down_FXY_up_TIP_up,2,126,6
EEM_down_FXY_up_TIP_up,3,126,2
EEM_down_FXY_down_TIP_up,1,126,12
EEM_down_FXY_down_TIP_up,2,126,12
EEM_down_FXY_down_TIP_up,3,126,10
EEM_down_FXY_up_TIP_down,1,0,0
EEM_down_FXY_up_TIP_down,2,0,0
EEM_down_FXY_up_TIP_down,3,0,0
EEM_up_FXY_down_TIP_down,1,126,0
EEM_up_FXY_down_TIP_down,2,126,0
EEM_up_FXY_down_TIP_down,3,126,0
EEM_up_FXY_up_TLT_up,1,126,2
EEM_up_FXY_up_TLT_up,2,126,2
EEM_up_FXY_up_TLT_up,3,126,0
EEM_down_FXY_down_TLT_down,1,127,0
EEM_down_FXY_down_TLT_down,2,127,0
EEM_down_FXY_down_TLT_down,3,127,0
EEM_up_FXY_up_TLT_down,1,126,0
EEM_up_FXY_up_TLT_down,2,126,0
EEM_up_FXY_up_TLT_down,3,126,0
EEM_up_FXY_down_TLT_up,1,126,0
EEM_up_FXY_down_TLT_up,2,126,0
EEM_up_FXY_down_TLT_up,3,126,0
EEM_down_FXY_up_TLT_up,1,126,8
EEM_down_FXY_up_TLT_up,2,126,6
EEM_down_FXY_up_TLT_up,3,126,4
EEM_down_FXY_down_TLT_up,1,126,2
EEM_down_FXY_down_TLT_up,2,126,4
EEM_down_FXY_down_TLT_up,3,126,4
EEM_down_FXY_up_TLT_down,1,0,0
EEM_down_FXY_up_TLT_down,2,0,0
EEM_down_FXY_up_TLT_down,3,0,0
EEM_up_FXY_down_TLT_down,1,126,0
EEM_up_FXY_down_TLT_down,2,126,0
EEM_up_FXY_down_TLT_down,3,126,0
EEM_up_FXY_up_UUP_up,1,0,0
EEM_up_FXY_up_UUP_up,2,0,0
EEM_up_FXY_up_UUP_up,3,0,0
EEM_down_FXY_down_UUP_down,1,0,0
EEM_down_FXY_down_UUP_down,2,0,0
EEM_down_FXY_down_UUP_down,3,0,0
EEM_up_FXY_up_UUP_down,1,128,3
EEM_up_FXY_up_UUP_down,2,128,0
EEM_up_FXY_up_UUP_down,3,128,0
EEM_up_FXY_down_UUP_up,1,126,0
EEM_up_FXY_down_UUP_up,2,126,0
EEM_up_FXY_down_UUP_up,3,126,0
EEM_down_FXY_up_UUP_up,1,0,0
EEM_down_FXY_up_UUP_up,2,0,0
EEM_down_FXY_up_UUP_up,3,0,0
EEM_down_FXY_down_UUP_up,1,128,0
EEM_down_FXY_down_UUP_up,2,128,0
EEM_down_FXY_down_UUP_up,3,128,0
EEM_down_FXY_up_UUP_down,1,126,2
EEM_down_FXY_up_UUP_down,2,126,0
EEM_down_FXY_up_UUP_down,3,126,3
EEM_up_FXY_down_UUP_down,1,126,0
EEM_up_FXY_down_UUP_down,2,126,0
EEM_up_FXY_down_UUP_down,3,126,2
EEM_up_FXY_up_XLC_up,1,127,6
EEM_up_FXY_up_XLC_up,2,127,2
EEM_up_FXY_up_XLC_up,3,127,4
EEM_down_FXY_down_XLC_down,1,127,2
EEM_down_FXY_down_XLC_down,2,127,4
EEM_down_FXY_down_XLC_down,3,127,4
EEM_up_FXY_up_XLC_down,1,0,0
EEM_up_FXY_up_XLC_down,2,0,0
EEM_up_FXY_up_XLC_down,3,0,0
EEM_up_FXY_down_XLC_up,1,127,0
EEM_up_FXY_down_XLC_up,2,127,0
EEM_up_FXY_down_XLC_up,3,127,0
EEM_down_FXY_up_XLC_up,1,0,0
EEM_down_FXY_up_XLC_up,2,0,0
EEM_down_FXY_up_XLC_up,3,0,0
EEM_down_FXY_down_XLC_up,1,0,0
EEM_down_FXY_down_XLC_up,2,0,0
EEM_down_FXY_down_XLC_up,3,0,0
EEM_down_FXY_up_XLC_down,1,126,13
EEM_down_FXY_up_XLC_down,2,126,8
EEM_down_FXY_up_XLC_down,3,126,15
EEM_up_FXY_down_XLC_down,1,0,0
EEM_up_FXY_down_XLC_down,2,0,0
EEM_up_FXY_down_XLC_down,3,0,0
EEM_up_FXY_up_XLE_up,1,126,4
EEM_up_FXY_up_XLE_up,2,126,0
EEM_up_FXY_up_XLE_up,3,126,0
EEM_down_FXY_down_XLE_down,1,126,0
EEM_down_FXY_down_XLE_down,2,126,1
EEM_down_FXY_down_XLE_down,3,126,1
EEM_up_FXY_up_XLE_down,1,126,0
EEM_up_FXY_up_XLE_down,2,126,2
EEM_up_FXY_up_XLE_down,3,126,6
EEM_up_FXY_down_XLE_up,1,126,0
EEM_up_FXY_down_XLE_up,2,126,0
EEM_up_FXY_down_XLE_up,3,126,0
EEM_down_FXY_up_XLE_up,1,126,0
EEM_down_FXY_up_XLE_up,2,126,4
EEM_down_FXY_up_XLE_up,3,126,0
EEM_down_FXY_down_XLE_up,1,126,0
EEM_down_FXY_down_XLE_up,2,126,0
EEM_down_FXY_down_XLE_up,3,126,0
EEM_down_FXY_up_XLE_down,1,0,0
EEM_down_FXY_up_XLE_down,2,0,0
EEM_down_FXY_up_XLE_down,3,0,0
EEM_up_FXY_down_XLE_down,1,126,0
EEM_up_FXY_down_XLE_down,2,126,2
EEM_up_FXY_down_XLE_down,3,126,0
EEM_up_FXY_up_XLF_up,1,126,0
EEM_up_FXY_up_XLF_up,2,126,0
EEM_up_FXY_up_XLF_up,3,126,0
EEM_down_FXY_down_XLF_down,1,127,0
EEM_down_FXY_down_XLF_down,2,127,4
EEM_down_FXY_down_XLF_down,3,127,2
EEM_up_FXY_up_XLF_down,1,126,3
EEM_up_FXY_up_XLF_down,2,126,0
EEM_up_FXY_up_XLF_down,3,126,0
EEM_up_FXY_down_XLF_up,1,127,0
EEM_up_FXY_down_XLF_up,2,127,0
EEM_up_FXY_down_XLF_up,3,127,0
EEM_down_FXY_up_XLF_up,1,126,1
EEM_down_FXY_up_XLF_up,2,126,6
EEM_down_FXY_up_XLF_up,3,126,10
EEM_down_FXY_down_XLF_up,1,126,0
EEM_down_FXY_down_XLF_up,2,126,2
EEM_down_FXY_down_XLF_up,3,126,0
EEM_down_FXY_up_XLF_down,1,0,0
EEM_down_FXY_up_XLF_down,2,0,0
EEM_down_FXY_up_XLF_down,3,0,0
EEM_up_FXY_down_XLF_down,1,126,0
EEM_up_FXY_down_XLF_down,2,126,2
EEM_up_FXY_down_XLF_down,3,126,0
EEM_up_FXY_up_XLK_up,1,127,0
EEM_up_FXY_up_XLK_up,2,127,0
EEM_up_FXY_up_XLK_up,3,127,0
EEM_down_FXY_down_XLK_down,1,127,0
EEM_down_FXY_down_XLK_down,2,127,2
EEM_down_FXY_down_XLK_down,3,127,1
EEM_up_FXY_up_XLK_down,1,0,0
EEM_up_FXY_up_XLK_down,2,0,0
EEM_up_FXY_up_XLK_down,3,0,0
EEM_up_FXY_down_XLK_up,1,127,0
EEM_up_FXY_down_XLK_up,2,127,0
EEM_up_FXY_down_XLK_up,3,127,0
EEM_down_FXY_up_XLK_up,1,0,0
EEM_down_FXY_up_XLK_up,2,0,0
EEM_down_FXY_up_XLK_up,3,0,0
EEM_down_FXY_down_XLK_up,1,126,0
EEM_down_FXY_down_XLK_up,2,126,0
EEM_down_FXY_down_XLK_up,3,126,0
EEM_down_FXY_up_XLK_down,1,126,12
EEM_down_FXY_up_XLK_down,2,126,8
EEM_down_FXY_up_XLK_down,3,126,4
EEM_up_FXY_down_XLK_down,1,0,0
EEM_up_FXY_down_XLK_down,2,0,0
EEM_up_FXY_down_XLK_down,3,0,0
EEM_up_FXY_up_XLU_up,1,126,4
EEM_up_FXY_up_XLU_up,2,126,0
EEM_up_FXY_up_XLU_up,3,126,0
EEM_down_FXY_down_XLU_down,1,127,0
EEM_down_FXY_down_XLU_down,2,127,0
EEM_down_FXY_down_XLU_down,3,127,0
EEM_up_FXY_up_XLU_down,1,126,0
EEM_up_FXY_up_XLU_down,2,126,0
EEM_up_FXY_up_XLU_down,3,126,0
EEM_up_FXY_down_XLU_up,1,126,0
EEM_up_FXY_down_XLU_up,2,126,0
EEM_up_FXY_down_XLU_up,3,126,0
EEM_down_FXY_up_XLU_up,1,126,12
EEM_down_FXY_up_XLU_up,2,126,2
EEM_down_FXY_up_XLU_up,3,126,8
EEM_down_FXY_down_XLU_up,1,126,0
EEM_down_FXY_down_XLU_up,2,126,0
EEM_down_FXY_down_XLU_up,3,126,0
EEM_down_FXY_up_XLU_down,1,0,0
EEM_down_FXY_up_XLU_down,2,0,0
EEM_down_FXY_up_XLU_down,3,0,0
EEM_up_FXY_down_XLU_down,1,126,0
EEM_up_FXY_down_XLU_down,2,126,0
EEM_up_FXY_down_XLU_down,3,126,0
EEM_up_FXY_up_XLV_up,1,126,5
EEM_up_FXY_up_XLV_up,2,126,0
EEM_up_FXY_up_XLV_up,3,126,2
EEM_down_FXY_down_XLV_down,1,127,0
EEM_down_FXY_down_XLV_down,2,127,2
EEM_down_FXY_down_XLV_down,3,127,3
EEM_up_FXY_up_XLV_down,1,126,4
EEM_up_FXY_up_XLV_down,2,126,0
EEM_up_FXY_up_XLV_down,3,126,0
EEM_up_FXY_down_XLV_up,1,126,0
EEM_up_FXY_down_XLV_up,2,126,0
EEM_up_FXY_down_XLV_up,3,126,0
EEM_down_FXY_up_XLV_up,1,126,12
EEM_down_FXY_up_XLV_up,2,126,0
EEM_down_FXY_up_XLV_up,3,126,1
EEM_down_FXY_down_XLV_up,1,126,0
EEM_down_FXY_down_XLV_up,2,126,0
EEM_down_FXY_down_XLV_up,3,126,0
EEM_down_FXY_up_XLV_down,1,0,0
EEM_down_FXY_up_XLV_down,2,0,0
EEM_down_FXY_up_XLV_down,3,0,0
EEM_up_FXY_down_XLV_down,1,126,0
EEM_up_FXY_down_XLV_down,2,126,2
EEM_up_FXY_down_XLV_down,3,126,2
EEM_up_GDX_up_GLD_up,1,128,0
EEM_up_GDX_up_GLD_up,2,128,0
EEM_up_GDX_up_GLD_up,3,128,0
EEM_down_GDX_down_GLD_down,1,128,0
EEM_down_GDX_down_GLD_down,2,128,0
EEM_down_GDX_down_GLD_down,3,128,0
EEM_up_GDX_up_GLD_down,1,0,0
EEM_up_GDX_up_GLD_down,2,0,0
EEM_up_GDX_up_GLD_down,3,0,0
EEM_up_GDX_down_GLD_up,1,0,0
EEM_up_GDX_down_GLD_up,2,0,0
EEM_up_GDX_down_GLD_up,3,0,0
EEM_down_GDX_up_GLD_up,1,126,44
EEM_down_GDX_up_GLD_up,2,126,22
EEM_down_GDX_up_GLD_up,3,126,11
EEM_down_GDX_down_GLD_up,1,0,0
EEM_down_GDX_down_GLD_up,2,0,0
EEM_down_GDX_down_GLD_up,3,0,0
EEM_down_GDX_up_GLD_down,1,0,0
EEM_down_GDX_up_GLD_down,2,0,0
EEM_down_GDX_up_GLD_down,3,0,0
EEM_up_GDX_down_GLD_down,1,126,2
EEM_up_GDX_down_GLD_down,2,126,4
EEM_up_GDX_down_GLD_down,3,126,2
EEM_up_GDX_up_HYG_up,1,128,0
EEM_up_GDX_up_HYG_up,2,128,0
EEM_up_GDX_up_HYG_up,3,128,0
EEM_down_GDX_down_HYG_down,1,128,0
EEM_down_GDX_down_HYG_down,2,128,0
EEM_down_GDX_down_HYG_down,3,128,0
EEM_up_GDX_up_HYG_down,1,126,0
EEM_up_GDX_up_HYG_down,2,126,0
EEM_up_GDX_up_HYG_down,3,126,0
EEM_up_GDX_down_HYG_up,1,126,0
EEM_up_GDX_down_HYG_up,2,126,0
EEM_up_GDX_down_HYG_up,3,126,0
EEM_down_GDX_up_HYG_up,1,0,0
EEM_down_GDX_up_HYG_up,2,0,0
EEM_down_GDX_up_HYG_up,3,0,0
EEM_down_GDX_down_HYG_up,1,0,0
EEM_down_GDX_down_HYG_up,2,0,0
EEM_down_GDX_down_HYG_up,3,0,0
EEM_down_GDX_up_HYG_down,1,126,29
EEM_down_GDX_up_HYG_down,2,126,22
EEM_down_GDX_up_HYG_down,3,126,32
EEM_up_GDX_down_HYG_down,1,0,0
EEM_up_GDX_down_HYG_down,2,0,0
EEM_up_GDX_down_HYG_down,3,0,0
EEM_up_GDX_up_IWM_up,1,128,0
EEM_up_GDX_up_IWM_up,2,128,1
EEM_up_GDX_up_IWM_up,3,128,0
EEM_down_GDX_down_IWM_down,1,128,0
EEM_down_GDX_down_IWM_down,2,128,2
EEM_down_GDX_down_IWM_down,3,128,0
EEM_up_GDX_up_IWM_down,1,126,2
EEM_up_GDX_up_IWM_down,2,126,4
EEM_up_GDX_up_IWM_down,3,126,2
EEM_up_GDX_down_IWM_up,1,126,0
EEM_up_GDX_down_IWM_up,2,126,0
EEM_up_GDX_down_IWM_up,3,126,0
EEM_down_GDX_up_IWM_up,1,0,0
EEM_down_GDX_up_IWM_up,2,0,0
EEM_down_GDX_up_IWM_up,3,0,0
EEM_down_GDX_down_IWM_up,1,0,0
EEM_down_GDX_down_IWM_up,2,0,0
EEM_down_GDX_down_IWM_up,3,0,0
EEM_down_GDX_up_IWM_down,1,126,38
EEM_down_GDX_up_IWM_down,2,126,21
EEM_down_GDX_up_IWM_down,3,126,21
EEM_up_GDX_down_IWM_down,1,0,0
EEM_up_GDX_down_IWM_down,2,0,0
EEM_up_GDX_down_IWM_down,3,0,0
EEM_up_GDX_up_JNK_up,1,128,0
EEM_up_GDX_up_JNK_up,2,128,0
EEM_up_GDX_up_JNK_up,3,128,0
EEM_down_GDX_down_JNK_down,1,127,0
EEM_down_GDX_down_JNK_down,2,127,0
EEM_down_GDX_down_JNK_down,3,127,0
EEM_up_GDX_up_JNK_down,1,126,0
EEM_up_GDX_up_JNK_down,2,126,0
EEM_up_GDX_up_JNK_down,3,126,0
EEM_up_GDX_down_JNK_up,1,126,0
EEM_up_GDX_down_JNK_up,2,126,0
EEM_up_GDX_down_JNK_up,3,126,0
EEM_down_GDX_up_JNK_up,1,0,0
EEM_down_GDX_up_JNK_up,2,0,0
EEM_down_GDX_up_JNK_up,3,0,0
EEM_down_GDX_down_JNK_up,1,0,0
EEM_down_GDX_down_JNK_up,2,0,0
EEM_down_GDX_down_JNK_up,3,0,0
EEM_down_GDX_up_JNK_down,1,126,46
EEM_down_GDX_up_JNK_down,2,126,26
EEM_down_GDX_up_JNK_down,3,126,29
EEM_up_GDX_down_JNK_down,1,0,0
EEM_up_GDX_down_JNK_down,2,0,0
EEM_up_GDX_down_JNK_down,3,0,0
EEM_up_GDX_up_LQD_up,1,128,0
EEM_up_GDX_up_LQD_up,2,128,0
EEM_up_GDX_up_LQD_up,3,128,0
EEM_down_GDX_down_LQD_down,1,127,0
EEM_down_GDX_down_LQD_down,2,127,0
EEM_down_GDX_down_LQD_down,3,127,0
EEM_up_GDX_up_LQD_down,1,126,0
EEM_up_GDX_up_LQD_down,2,126,0
EEM_up_GDX_up_LQD_down,3,126,0
EEM_up_GDX_down_LQD_up,1,126,0
EEM_up_GDX_down_LQD_up,2,126,2
EEM_up_GDX_down_LQD_up,3,126,0
EEM_down_GDX_up_LQD_up,1,126,12
EEM_down_GDX_up_LQD_up,2,126,2
EEM_down_GDX_up_LQD_up,3,126,2
EEM_down_GDX_down_LQD_up,1,126,0
EEM_down_GDX_down_LQD_up,2,126,0
EEM_down_GDX_down_LQD_up,3,126,2
EEM_down_GDX_up_LQD_down,1,126,8
EEM_down_GDX_up_LQD_down,2,126,14
EEM_down_GDX_up_LQD_down,3,126,26
EEM_up_GDX_down_LQD_down,1,126,0
EEM_up_GDX_down_LQD_down,2,126,0
EEM_up_GDX_down_LQD_down,3,126,0
EEM_up_GDX_up_QQQ_up,1,128,0
EEM_up_GDX_up_QQQ_up,2,128,0
EEM_up_GDX_up_QQQ_up,3,128,0
EEM_down_GDX_down_QQQ_down,1,128,0
EEM_down_GDX_down_QQQ_down,2,128,2
EEM_down_GDX_down_QQQ_down,3,128,0
EEM_up_GDX_up_QQQ_down,1,0,0
EEM_up_GDX_up_QQQ_down,2,0,0
EEM_up_GDX_up_QQQ_down,3,0,0
EEM_up_GDX_down_QQQ_up,1,126,0
EEM_up_GDX_down_QQQ_up,2,126,0
EEM_up_GDX_down_QQQ_up,3,126,0
EEM_down_GDX_up_QQQ_up,1,0,0
EEM_down_GDX_up_QQQ_up,2,0,0
EEM_down_GDX_up_QQQ_up,3,0,0
EEM_down_GDX_down_QQQ_up,1,0,0
EEM_down_GDX_down_QQQ_up,2,0,0
EEM_down_GDX_down_QQQ_up,3,0,0
EEM_down_GDX_up_QQQ_down,1,126,31
EEM_down_GDX_up_QQQ_down,2,126,20
EEM_down_GDX_up_QQQ_down,3,126,28
EEM_up_GDX_down_QQQ_down,1,0,0
EEM_up_GDX_down_QQQ_down,2,0,0
EEM_up_GDX_down_QQQ_down,3,0,0
EEM_up_GDX_up_SLV_up,1,128,0
EEM_up_GDX_up_SLV_up,2,128,0
EEM_up_GDX_up_SLV_up,3,128,0
