ticker,n_strategies,union_days,sum_trades,overlap_days,avg_strategies_per_day,weighted_swallowed_ratio,strategies_swallowed_gt50
PHPIX,3,1088,1930,1395,1.7738970588235294,0.43626943005181346,2
PHPSX,3,866,1639,1257,1.8926096997690531,0.47162904209884077,2
PMPIX,3,1073,1235,304,1.1509785647716682,0.1311740890688259,0
PMPSX,3,1196,1490,562,1.245819397993311,0.19731543624161074,0
REPIX,3,753,2202,2202,2.9243027888446216,0.6580381471389646,2
REPSX,3,753,2202,2202,2.9243027888446216,0.6580381471389646,2
RRPIX,1,209,209,0,1.0,0.0,0
RRPSX,1,196,196,0,1.0,0.0,0
SGPIX,3,523,1076,885,2.05736137667304,0.5139405204460966,2
SGPSX,3,516,1018,835,1.9728682170542635,0.4931237721021611,1
SLPIX,3,570,1194,974,2.094736842105263,0.5226130653266332,2
SLPSX,3,882,1019,263,1.155328798185941,0.13444553483807656,0
SMPIX,3,912,1412,834,1.5482456140350878,0.35410764872521244,1
SMPSX,3,886,1379,824,1.5564334085778782,0.3575054387237128,1
SNPIX,1,218,218,0,1.0,0.0,0
SNPSX,3,328,501,318,1.5274390243902438,0.34530938123752497,1
SPPIX,3,620,883,479,1.4241935483870967,0.29784824462061155,1
SPPSX,3,594,843,473,1.4191919191919191,0.29537366548042704,2
SVPIX,3,546,1158,1036,2.120879120879121,0.5284974093264249,2
SVPSX,3,501,1150,1032,2.2954091816367264,0.5643478260869565,2
TEPIX,3,490,1041,860,2.1244897959183673,0.5292987512007685,2
TEPSX,3,515,1109,963,2.153398058252427,0.5356176735798016,2
UAPIX,3,1608,3195,2666,1.9869402985074627,0.49671361502347416,2
UAPSX,3,1703,3867,3570,2.270698766881973,0.5596069304370312,2
UBPIX,3,410,793,618,1.9341463414634146,0.48297604035308955,2
UBPSX,3,479,874,642,1.8246346555323592,0.45194508009153317,2
UCPIX,1,132,132,0,1.0,0.0,0
UCPSX,2,239,267,56,1.1171548117154813,0.10486891385767791,0
UDPIX,3,944,1455,944,1.541313559322034,0.35120274914089344,1
UDPSX,3,943,1454,944,1.5418875927889715,0.35144429160935353,1
UEPIX,3,351,810,705,2.3076923076923075,0.5666666666666667,2
UEPSX,4,377,1088,1000,2.885941644562334,0.6534926470588235,3
UFPIX,2,667,667,0,1.0,0.0,0
UFPSX,1,435,435,0,1.0,0.0,0
UGPIX,3,612,936,550,1.5294117647058822,0.34615384615384615,1
UGPSX,3,737,1100,602,1.492537313432836,0.33,1
UHPIX,3,701,806,203,1.1497860199714693,0.13027295285359802,0
UHPSX,3,839,1127,561,1.3432657926102503,0.25554569653948533,0
UIPIX,1,125,125,0,1.0,0.0,0
UIPSX,2,243,278,70,1.1440329218106995,0.12589928057553956,0
UJPIX,3,1736,3220,2803,1.8548387096774193,0.4608695652173913,1
UJPSX,3,1736,3218,2801,1.8536866359447004,0.4605344934742076,1
UKPIX,1,209,209,0,1.0,0.0,0
UKPSX,1,261,261,0,1.0,0.0,0
ULPIX,3,1416,2256,1395,1.5932203389830508,0.3723404255319149,1
ULPSX,3,1294,2175,1527,1.6808346213292118,0.4050574712643678,1
UMPIX,3,570,1184,934,2.07719298245614,0.518581081081081,2
UMPSX,3,570,1184,934,2.07719298245614,0.518581081081081,2
UNPIX,3,1766,2383,1201,1.3493771234428087,0.25891733109525805,0
UNPSX,3,865,1472,1172,1.7017341040462428,0.4123641304347826,1
UOPIX,3,993,2145,1905,2.1601208459214503,0.5370629370629371,2
UOPSX,3,1817,2650,1550,1.4584479911942763,0.31433962264150944,0
USPIX,3,315,378,126,1.2,0.16666666666666666,1
USPSX,2,242,242,0,1.0,0.0,0
UTPIX,3,1754,3198,2671,1.8232611174458382,0.4515322076297686,1
UTPSX,3,1146,1747,1028,1.524432809773124,0.3440183171150544,1
UUPIX,3,1724,3321,2742,1.9263341067285382,0.48087925323697683,1
UUPSX,3,1724,3321,2742,1.9263341067285382,0.48087925323697683,1
UVPIX,1,360,360,0,1.0,0.0,0
UVPSX,1,361,361,0,1.0,0.0,0
UWPSX,1,128,128,0,1.0,0.0,0
UXPSX,1,200,200,0,1.0,0.0,0
WCPIX,3,1408,1608,400,1.1420454545454546,0.12437810945273632,0
WCPSX,3,673,1105,713,1.6419019316493313,0.3909502262443439,1
