ticker,direction,streak_days,n,avg,hit,std
HCPSX,up,3,768,-0.043072217082512444,0.4635416666666667,1.2827548755914435
HCPSX,down,4,227,0.18840126584838196,0.5550660792951542,2.3410078428765613
HCPSX,up,4,356,-0.12653266865363708,0.43258426966292135,1.2232299673202383
HCPSX,down,5,94,0.4336529604369771,0.5851063829787234,3.076920052739431
HCPSX,up,5,154,-0.08252847395867018,0.43506493506493504,1.2289629799607142
IDPIX,down,1,2550,0.08415174813277335,0.5407843137254902,2.094349745749655
IDPIX,up,1,3010,0.04932771684470509,0.5089700996677741,1.7285148861430566
IDPIX,down,2,1094,0.1353638031866423,0.5429616087751371,2.3045024929459994
IDPIX,up,2,1530,0.039538751870939866,0.5026143790849673,1.5849731028392038
IDPIX,down,3,465,0.25011830709551464,0.5634408602150538,2.3899246051635674
IDPIX,up,3,767,0.014081802631083365,0.5058670143415906,1.4454505876205812
IDPIX,down,4,190,0.2730167549212558,0.5736842105263158,2.6779150374113208
IDPIX,up,4,387,0.049725502528067976,0.48320413436692505,1.2903501404765703
IDPIX,down,5,77,0.43234543830039307,0.5974025974025974,2.993596636793142
IDPIX,up,5,187,-0.003777948071945201,0.47058823529411764,1.360361809206265
IDPSX,down,1,2549,0.08014341858460404,0.5409964692036092,2.097051077008913
IDPSX,up,1,3004,0.04787583415247614,0.5076564580559254,1.73000954307051
IDPSX,down,2,1091,0.13449887025080887,0.538038496791934,2.3054096972308025
IDPSX,up,2,1523,0.04523124217355175,0.49967170059093896,1.5823132814857654
IDPSX,down,3,464,0.24345205564718292,0.5581896551724138,2.389231994514435
IDPSX,up,3,759,0.013616760875985016,0.5019762845849802,1.4475929281947209
IDPSX,down,4,190,0.2809273627880321,0.5684210526315789,2.6817002866587054
IDPSX,up,4,380,0.040869862996152265,0.4868421052631579,1.2975752286783522
IDPSX,down,5,78,0.44974411923489843,0.6025641025641025,2.977396975457321
IDPSX,up,5,185,-0.056013878389618764,0.4648648648648649,1.3584585704641958
INPIX,down,1,2806,0.06520869041163808,0.5138987883107626,3.2535944623586963
INPIX,up,1,3324,0.1128864710362159,0.5231648616125151,2.5518990264951484
INPIX,down,2,1243,0.16881887326855796,0.5205148833467418,3.2724656880382326
INPIX,up,2,1737,0.056309579837633204,0.5238917674150835,2.2107526442422007
INPIX,down,3,552,0.32810874251241023,0.5452898550724637,2.933449656271221
INPIX,up,3,908,0.062406280352677486,0.5187224669603524,2.0807515131608825
INPIX,down,4,231,0.24874129717540902,0.5454545454545454,3.059661663429789
INPIX,up,4,470,0.03051717698191571,0.5148936170212766,1.8857798016787368
INPIX,down,5,95,0.7917017541280067,0.5789473684210527,3.2240487452178215
INPIX,up,5,242,0.15184698598381713,0.5165289256198347,1.5125538701337125
INPSX,down,1,2811,0.04983472194699419,0.5094272500889363,2.9650405239892663
INPSX,up,1,3308,0.12082385693914237,0.5244860943168077,2.54253236319326
INPSX,down,2,1253,0.08735248055940141,0.5147645650438947,2.9451499378451476
INPSX,up,2,1733,0.06468397144116207,0.5239469128678592,2.200031039144352
INPSX,down,3,561,0.30931699964092185,0.5418894830659536,3.0467792824623414
INPSX,up,3,906,0.05502786527990421,0.5154525386313465,2.073451327266083
INPSX,down,4,239,0.3189835576100318,0.5481171548117155,3.188384602303929
INPSX,up,4,466,0.05124946715430709,0.5064377682403434,2.0324007118354865
INPSX,down,5,98,0.8441472862100147,0.5816326530612245,3.5202431107103096
INPSX,up,5,236,0.07810335054028242,0.5084745762711864,1.5702743011786693
LGPIX,down,1,2601,0.12107523560496518,0.5651672433679354,1.3814609492885581
LGPIX,up,1,3221,-0.025081649371464475,0.5100900341508848,1.3685180630793896
LGPIX,down,2,1052,0.19122702105207398,0.5846007604562737,1.5162441771711404
LGPIX,up,2,1641,0.009304589945346524,0.5137111517367459,0.9544945735126232
