ticker,condition,horizon,source,full_avg,full_trades,full_hit,frozen_avg,frozen_trades,frozen_hit,pass
IE00BD6C6V39,EEM_up,1,single_scan,0.1384815675787527,864,0.6655092592592593,0.04424994396326817,208,0.5913461538461539,False
IE00BD85V827,EEM_up,1,single_scan,0.18096427662394662,871,0.6394948335246843,0.1951598833826648,209,0.6555023923444976,False
IE00BD85VQ07,EEM_up,1,single_scan,0.05363691372536412,802,0.5997506234413965,0.06326658378340774,209,0.6076555023923444,False
IE00BDX8CQ10,EEM_up,1,single_scan,0.050361516503401774,906,0.5496688741721855,0.15848716240693173,222,0.6036036036036037,False
IE00BDZ2QR06,EEM_up,1,single_scan,0.30148317497579424,876,0.6894977168949772,0.3114629017225739,214,0.719626168224299,True
IE00BF2F6980,EEM_up,1,single_scan,0.3012806705921269,875,0.6891428571428572,0.3110834761222846,213,0.7183098591549296,True
IE00BF4KN675,EEM_up,1,single_scan,0.074779432560448,908,0.5682819383259912,0.19283649135901662,222,0.6261261261261262,False
IE00BF5FSX39,EEM_up,1,single_scan,0.3215502855769293,889,0.6310461192350956,0.3711245225039161,223,0.6547085201793722,True
IE00BFRSYS74,EEM_up,1,single_scan,0.05901219302247327,911,0.5729967069154775,0.10078080828755853,221,0.6063348416289592,False
IE00BFXG0V08,EEM_up,1,single_scan,0.11637833564321613,818,0.5709046454767727,0.09818466336018096,213,0.5868544600938967,False
IE00BGNBPW89,EEM_up,1,single_scan,0.08547959456205241,764,0.5615183246073299,0.042375187046825906,217,0.5622119815668203,False
