ticker,strategy_no,source,condition,horizon,full_avg,full_trades,full_hit,frozen_avg,frozen_trades,frozen_hit
SVPIX,2,triple_scan,GDX_up_down_down_XLK_XLV,1,0.33043062220455116,328,0.5670731707317073,1.019863568554428,36,0.75
SVPIX,3,triple_scan,GDX_up_down_down_IWM_XLK,1,0.2897657636750054,392,0.5790816326530612,0.5451785334648119,54,0.6481481481481481
SVPSX,1,triple_scan,GDX_up_down_down_SPY_XLK,1,0.3010347861695245,406,0.5640394088669951,0.5803286314485473,63,0.6507936507936508
SVPSX,2,triple_scan,GDX_up_down_down_IWM_XLK,1,0.29971489018517905,405,0.5802469135802469,0.5399949018869832,54,0.6296296296296297
SVPSX,3,triple_scan,GDX_up_down_down_XLK_XLV,1,0.31649210557318447,342,0.5672514619883041,1.0151279242716391,36,0.75
TEPIX,1,triple_scan,GLD_up_down_down_XLF_XLK,1,0.6243476849869445,345,0.6347826086956522,1.0585603874910872,54,0.6666666666666666
TEPIX,2,condition_expansion,combo_SPY_down__ext_usd_gold_ratio_le-1,1,0.877199543212082,165,0.6484848484848484,0.7585302940506864,42,0.5952380952380952
TEPIX,3,condition_expansion,combo_XLK_down__ext_usd_gold_ratio_le-1,1,0.9159013690573952,151,0.6754966887417219,0.8700871873171752,39,0.6153846153846154
TEPSX,1,triple_scan,GLD_up_down_down_XLF_XLK,1,0.6281432275861261,345,0.6289855072463768,1.0526141997863265,54,0.6666666666666666
TEPSX,2,condition_expansion,combo_SPY_down__ext_usd_gold_ratio_le-1,1,0.8480193634113254,171,0.6491228070175439,0.7506420298293149,42,0.5952380952380952
TEPSX,3,condition_expansion,combo_XLV_down__ext_usd_gold_ratio_le-1,1,0.8342823372921885,172,0.6569767441860465,0.6742696315703399,48,0.5625
UAPIX,1,triple_scan,EEM_down_down_down_XLE_XLF,1,0.3708032870475718,1177,0.5548003398470688,0.9555622904991586,43,0.6046511627906976
UAPIX,2,triple_scan,EEM_down_down_down_XLF_XLU,1,0.37760364154238485,1121,0.5539696699375558,1.0812308429048765,58,0.6724137931034483
UAPIX,3,condition_expansion,combo_EEM_down__self_big_down,1,0.4198862416372285,897,0.5529542920847269,1.5328248889902563,64,0.75
UAPSX,1,triple_scan,EEM_down_down_down_XLE_XLF,1,0.36934303069731544,1178,0.5551782682512734,0.9524714564139201,43,0.6046511627906976
UAPSX,2,triple_scan,EEM_down_down_down_XLF_XLU,1,0.3762389498495337,1121,0.5548617305976806,1.0768817306812648,58,0.6724137931034483
UAPSX,3,triple_scan,EEM_down_down_down_SPY_XLF,1,0.30984088286778244,1568,0.5522959183673469,0.8968464114529119,87,0.6206896551724138
UBPIX,1,triple_scan,GDX_up_down_down_XLK_XLV,1,1.100845636067093,194,0.6030927835051546,1.9858486417824568,36,0.7777777777777778
UBPIX,2,pair_scan,GDX_up_XLC_down,1,0.8248435331433064,302,0.5860927152317881,0.7526424316831574,93,0.5913978494623656
