ticker,fund_group,condition,n,up_n,down_n,p_up,p_down,avg_up,avg_down,expected,decision,predicted_return
URPSX,inverse,FXY_big_up,246,98,141,0.3983739837398374,0.573170731707317,2.6298965086472714,-2.833862615191476,-0.576604759734006,predict_down,-2.833862615191476
BIPIX,long,FXY_big_up,246,142,102,0.5772357723577236,0.4146341463414634,2.326767073895357,-1.8529876180007925,0.5747812498254466,predict_up,2.326767073895357
BIPSX,inverse,FXY_big_up,246,141,103,0.573170731707317,0.4186991869918699,2.3402915866928797,-1.8362815798595087,0.5725370365779131,predict_up,2.3402915866928797
SMPIX,long,XLV_big_down,827,442,349,0.5344619105199516,0.42200725513905685,3.4847002814176666,-3.075066604642869,0.5647391528007827,no_trade,
SMPSX,inverse,XLV_big_down,827,439,350,0.5308343409915357,0.42321644498186217,3.5039155627689063,-3.073310907119968,0.5593229922171236,no_trade,
UWPSX,inverse,FXY_big_up,246,95,141,0.3861788617886179,0.573170731707317,2.485223531556948,-2.610286756916277,-0.5363991757206704,predict_down,-2.610286756916277
UWPIX,ultra_long,FXY_big_up,246,96,139,0.3902439024390244,0.5650406504065041,2.467828191871087,-2.642588354976689,-0.5301149387078677,predict_down,-2.642588354976689
UVPSX,inverse,XLV_big_down,614,262,339,0.42671009771986973,0.5521172638436482,3.097763269834301,-3.3403364185677673,-0.5224105361529093,predict_down,-3.3403364185677673
UKPIX,ultra_long,XLV_big_down,614,258,351,0.4201954397394137,0.5716612377850163,2.849437859016619,-3.0073049517779746,-0.521838876950784,predict_down,-3.0073049517779746
UHPSX,inverse,XLV_big_down,573,243,321,0.42408376963350786,0.5602094240837696,3.618211354704795,-3.663782239224038,-0.5180606275700714,predict_down,-3.663782239224038
UDPIX,ultra_long,FXY_big_up,246,143,100,0.5813008130081301,0.4065040650406504,2.5598734517665336,-2.3900091759858375,0.516508073187116,predict_up,2.5598734517665336
UDPSX,inverse,FXY_big_up,246,141,99,0.573170731707317,0.4024390243902439,2.5951057308285246,-2.415551021135944,0.5153266542860305,predict_up,2.5951057308285246
UHPIX,ultra_long,XLV_big_down,573,242,322,0.4223385689354276,0.5619546247818499,3.6365470486708227,-3.649052512960213,-0.5147478593278351,predict_down,-3.649052512960213
TEPIX,long,FXY_big_up,246,139,95,0.5650406504065041,0.3861788617886179,2.5092935787036788,-2.3404829301970183,0.5140078417524169,predict_up,2.5092935787036788
UVPIX,ultra_long,XLV_big_down,614,261,342,0.4250814332247557,0.5570032573289903,3.1141201089522577,-3.2971918071756408,-0.5127919374878338,predict_down,-3.2971918071756408
UKPSX,inverse,XLV_big_down,614,259,347,0.4218241042345277,0.5651465798045603,2.8358179632614258,-3.0186727300841327,-0.5097761968314084,predict_down,-3.0186727300841327
USPSX,inverse,XLF_big_down,1241,516,703,0.41579371474617244,0.5664786462530218,3.196199095137061,-3.2454808289579655,-0.5095360915928491,predict_down,-3.2454808289579655
USPIX,ultra_long,XLF_big_down,1241,516,700,0.41579371474617244,0.5640612409347301,3.1984526591078395,-3.2531223919815213,-0.5050637407634325,predict_down,-3.2531223919815213
TEPSX,inverse,FXY_big_up,246,136,91,0.5528455284552846,0.3699186991869919,2.5477728972353693,-2.4664133302060196,0.4961524429888717,predict_up,2.5477728972353693
UOPIX,ultra_long,XLF_big_down,1241,693,518,0.5584206285253828,0.41740531829170024,3.271257839163523,-3.193427218822435,0.4937843539003227,predict_up,3.271257839163523
UCPSX,inverse,XLV_big_down,655,279,364,0.4259541984732824,0.5557251908396946,2.87572759201618,-3.08783171527701,-0.4910576277684234,predict_down,-3.08783171527701
BITIX,long,XLK_big_down,209,90,116,0.430622009569378,0.5550239234449761,2.51995086817966,-2.8330440899722475,-0.48726093923737523,predict_down,-2.8330440899722475
UCPIX,ultra_long,XLV_big_down,655,281,364,0.42900763358778626,0.5557251908396946,2.862784216852232,-3.086748741999263,-0.48722775137748764,predict_down,-3.086748741999263
UOPSX,inverse,XLF_big_down,1241,687,513,0.5535858178887993,0.41337630942788073,3.292280018226512,-3.232924267852107,0.48614522410433786,predict_up,3.292280018226512
UXPIX,ultra_long,XLV_big_down,614,262,344,0.42671009771986973,0.5602605863192183,2.4772170665987754,-2.735623528571697,-0.4756085055045353,predict_down,-2.735623528571697
UXPSX,inverse,XLV_big_down,614,264,344,0.42996742671009774,0.5602605863192183,2.4535075950859735,-2.7278315051229534,-0.4733681313674252,predict_down,-2.7278315051229534
UMPIX,ultra_long,FXY_big_up,246,147,95,0.5975609756097561,0.3861788617886179,2.8819521859282275,-3.2359402309011327,0.4724904446985441,predict_up,2.8819521859282275
UIPSX,inverse,FXY_big_up,246,96,145,0.3902439024390244,0.5894308943089431,3.1938770821351907,-2.915794821328493,-0.47226849271403726,predict_down,-2.915794821328493
CYPSX,inverse,FXY_big_up,246,145,98,0.5894308943089431,0.3983739837398374,2.120572266938498,-1.9584224383466922,0.46974625913864365,predict_up,2.120572266938498
UGPSX,inverse,XLV_big_down,573,320,246,0.5584642233856894,0.4293193717277487,3.5876824541331156,-3.5776969934599334,0.46761767003744026,predict_up,3.5876824541331156
UGPIX,ultra_long,XLV_big_down,573,318,249,0.5549738219895288,0.43455497382198954,3.6075842975743595,-3.5317255898799167,0.4673859245175339,predict_up,3.6075842975743595
CYPIX,long,FXY_big_up,246,142,97,0.5772357723577236,0.3943089430894309,2.158774188199996,-1.9775221300987296,0.46636702481635195,predict_up,2.158774188199996
UMPSX,inverse,FXY_big_up,246,147,95,0.5975609756097561,0.3861788617886179,2.8730897338083734,-3.2395901553809523,0.4657850654822777,predict_up,2.8730897338083734
UIPIX,ultra_long,FXY_big_up,246,97,144,0.3943089430894309,0.5853658536585366,3.1595065994125515,-2.922165141605521,-0.4647139847486893,predict_down,-2.922165141605521
UNPIX,ultra_long,XLV_big_down,614,342,266,0.5570032573289903,0.43322475570032576,2.7405401788258024,-2.452653043147501,0.46393979101170874,predict_up,2.7405401788258024
UNPSX,inverse,XLV_big_down,614,339,265,0.5521172638436482,0.43159609120521175,2.7587187844968897,-2.467164042211417,0.45831791003000016,predict_up,2.7587187844968897
UUPIX,ultra_long,XLV_big_down,614,339,270,0.5521172638436482,0.43973941368078173,3.3070361921880758,-3.1173695133726556,0.4550415318259623,predict_up,3.3070361921880758
UUPSX,inverse,XLV_big_down,614,337,271,0.5488599348534202,0.44136807817589574,3.3173801514979546,-3.1030436075344734,0.4511926602817072,no_trade,
BITIX,long,XLK_down,438,199,235,0.454337899543379,0.5365296803652968,2.1816374626223713,-2.6875803114585888,-0.45076602312994624,no_trade,
UVPSX,inverse,XLF_big_down,872,363,495,0.41628440366972475,0.5676605504587156,3.4349157623395064,-3.3111869329636154,-0.44972833725659256,predict_down,-3.3111869329636154
UVPSX,inverse,SPY_big_down,643,273,358,0.42457231726283046,0.5567651632970451,3.5430908115120134,-3.5053981403148393,-0.4473852918972516,predict_down,-3.5053981403148393
UVPIX,ultra_long,XLF_big_down,872,362,495,0.4151376146788991,0.5676605504587156,3.4380050451194273,-3.2985916975420695,-0.4452351650803806,predict_down,-3.2985916975420695
UVPIX,ultra_long,SPY_big_down,643,272,360,0.4230171073094868,0.5598755832037325,3.556583496657182,-3.472798956401187,-0.4398396784038475,predict_down,-3.472798956401187
BITIX,long,QQQ_down,458,207,247,0.4519650655021834,0.5393013100436681,2.184190830058377,-2.6351165237844905,-0.4339438418180898,no_trade,
UHPSX,inverse,SPY_big_down,590,261,321,0.4423728813559322,0.5440677966101695,3.9687514993176105,-4.014985473146584,-0.42875626365789354,no_trade,
UGPSX,inverse,SPY_big_up,652,292,347,0.44785276073619634,0.5322085889570553,3.2943818682588986,-3.5763746735688837,-0.4279793039828287,no_trade,
BITIX,long,SPY_down,465,212,247,0.4559139784946237,0.5311827956989247,2.246847225520984,-2.7339235140612406,-0.42784407776919936,no_trade,
TEPIX,long,XLV_big_down,827,449,340,0.5429262394195888,0.4111245465538089,2.655422421110471,-2.466294360752883,0.42774435843122266,no_trade,
UAPIX,ultra_long,XLV_big_down,849,466,382,0.5488810365135454,0.4499411071849234,3.0037102016969004,-2.713826256352713,0.42761757840284953,no_trade,
TEPSX,inverse,XLV_big_down,827,442,339,0.5344619105199516,0.40991535671100365,2.6956115208823146,-2.4735086803598496,0.42677249043288257,no_trade,
REPSX,inverse,SPY_big_down,875,467,404,0.5337142857142857,0.4617142857142857,2.607955620355014,-2.0908494442317918,0.4265281134127401,no_trade,
REPIX,long,SPY_big_down,875,468,404,0.5348571428571428,0.4617142857142857,2.6064673754315826,-2.099374322006745,0.42477657784143485,no_trade,
OTPIX,long,XLV_big_down,829,452,338,0.5452352231604343,0.4077201447527141,1.9066122084192652,-1.5086035962928837,0.42446405628288686,no_trade,
UAPSX,inverse,XLV_big_down,849,464,383,0.5465253239104829,0.45111896348645464,3.0124576301111174,-2.7099848463027087,0.4238588271350068,no_trade,
UHPIX,ultra_long,SPY_big_down,590,261,321,0.4423728813559322,0.5440677966101695,3.9774973764184782,-4.0097169094800424,-0.4220208689794418,no_trade,
UHPSX,inverse,XLF_big_down,804,345,449,0.4291044776119403,0.5584577114427861,3.8539060541365173,-3.7041958180105126,-0.41490837513634504,predict_down,-3.7041958180105126
UHPIX,ultra_long,XLF_big_down,804,346,448,0.43034825870646765,0.5572139303482587,3.8451655158915368,-3.7096229916155345,-0.4122933230662782,predict_down,-3.7096229916155345
UXPSX,inverse,FXY_big_up,246,108,136,0.43902439024390244,0.5528455284552846,3.026865916939079,-3.1484774695750013,-0.41175372696251905,predict_down,-3.1484774695750013
UWPSX,inverse,XLV_big_down,655,265,362,0.40458015267175573,0.5526717557251909,2.2190629478353263,-2.367207962406479,-0.4105001545263876,predict_down,-2.367207962406479
REPIX,long,TLT_big_up,630,372,253,0.5904761904761905,0.4015873015873016,2.091780834841025,-2.06130138795461,0.4073543165211825,predict_up,2.091780834841025
UWPIX,ultra_long,XLV_big_down,655,269,359,0.41068702290076337,0.5480916030534351,2.19037740456122,-2.3817858081602328,-0.40587722641611484,no_trade,
PHPIX,long,FXY_big_up,246,141,99,0.573170731707317,0.4024390243902439,1.9183634220178996,-1.7248530645338187,0.4054015817710395,predict_up,1.9183634220178996
UUPIX,ultra_long,XLF_big_down,872,500,369,0.573394495412844,0.4231651376146789,3.2528528834127672,-3.44964303814174,0.40539926677990973,predict_up,3.2528528834127672
BITIX,long,JNK_down,481,217,259,0.45114345114345117,0.5384615384615384,2.289622348923429,-2.6710806249280656,-0.405326054345083,no_trade,
REPSX,inverse,TLT_big_up,630,373,257,0.5920634920634921,0.40793650793650793,2.0827483252548835,-2.0335861258674273,0.40354522376530605,predict_up,2.0827483252548835
PHPSX,inverse,FXY_big_up,246,142,101,0.5772357723577236,0.4105691056910569,1.903024812423685,-1.6930540988198093,0.40337829017627014,predict_up,1.903024812423685
UVPSX,inverse,XLK_big_down,847,368,462,0.4344746162927981,0.5454545454545454,3.1028367208772045,-3.2109587310971306,-0.40332824142156243,no_trade,
UXPIX,ultra_long,FXY_big_up,246,108,137,0.43902439024390244,0.556910569105691,3.041494035983101,-3.1198336255665158,-0.4021782553513732,predict_down,-3.1198336255665158
UJPIX,ultra_long,XLV_big_down,849,469,365,0.552414605418139,0.4299175500588928,2.9527594107476043,-2.85952883447699,0.40178579394172564,predict_up,2.9527594107476043
USPSX,inverse,XLU_big_down,1025,461,552,0.4497560975609756,0.5385365853658537,2.9754100626027498,-3.228764138418314,-0.40059879565565015,no_trade,
UUPSX,inverse,XLF_big_down,872,499,370,0.5722477064220184,0.4243119266055046,3.252165378428684,-3.4448379987357183,0.39935833062350634,predict_up,3.252165378428684
UNPIX,ultra_long,FXY_big_up,246,137,109,0.556910569105691,0.44308943089430897,3.127787119548184,-3.0317443118173726,0.39856384304881143,predict_up,3.127787119548184
USPIX,ultra_long,XLU_big_down,1025,461,549,0.4497560975609756,0.535609756097561,2.977111309560323,-3.2425980583022604,-0.39779319053720147,no_trade,
UCPSX,inverse,SPY_big_down,689,309,366,0.44847605224963716,0.5312046444121916,3.006360844523295,-3.2853830823762364,-0.3969299088418059,no_trade,
UNPSX,inverse,FXY_big_up,246,135,108,0.5487804878048781,0.43902439024390244,3.1703272194846184,-3.0607159119579594,0.396084781052699,no_trade,
UJPSX,inverse,XLV_big_down,849,471,364,0.5547703180212014,0.4287396937573616,2.933940096248624,-2.875592040210607,0.3947824295600012,predict_up,2.933940096248624
UVPIX,ultra_long,XLK_big_down,847,367,465,0.4332939787485242,0.5489964580873672,3.1112411149495567,-3.1745408168533844,-0.3947296229637973,no_trade,
UKPIX,ultra_long,SPY_big_down,643,282,356,0.4385692068429238,0.5536547433903577,3.0414314077638243,-3.1216808704468124,-0.3944552611036807,predict_down,-3.1216808704468124
UCPIX,ultra_long,SPY_big_down,689,311,367,0.4513788098693759,0.532656023222061,2.9932697666646852,-3.276244021287069,-0.39401256658873296,no_trade,
BITIX,long,EEM_down,485,224,259,0.4618556701030928,0.534020618556701,2.250945040425104,-2.679571703875249,-0.3913348087597243,no_trade,
UUPSX,inverse,SPY_big_up,700,324,374,0.46285714285714286,0.5342857142857143,2.464538604198508,-2.8621169214743674,-0.3884588869587098,no_trade,
UGPIX,ultra_long,XLF_big_down,804,445,349,0.5534825870646766,0.43407960199004975,3.698776125744922,-3.821328426515706,0.38844745659516056,predict_up,3.698776125744922
UUPIX,ultra_long,SPY_big_up,700,324,374,0.46285714285714286,0.5342857142857143,2.466116019505275,-2.86049306861643,-0.38686116763262224,no_trade,
FNPIX,long,XLV_big_down,827,464,356,0.5610640870616687,0.43047158403869407,2.390888409757951,-2.2182496964924465,0.38654816224471356,predict_up,2.390888409757951
UKPSX,inverse,SPY_big_down,643,283,353,0.4401244167962675,0.5489891135303266,3.0295156250277855,-3.1297125000414963,-0.3848142933620296,no_trade,
UCPSX,inverse,XLK_big_down,926,409,498,0.44168466522678185,0.5377969762419006,2.628579247791684,-2.8738002325573064,-0.38451793030965425,no_trade,
UHPSX,inverse,TLT_big_up,555,240,305,0.43243243243243246,0.5495495495495496,3.4850759462486516,-3.4409935006746877,-0.383936559650637,no_trade,
UCPSX,inverse,QQQ_big_down,897,397,486,0.44258639910813824,0.5418060200668896,2.664087154408752,-2.884376671344666,-0.3836839040950201,no_trade,
UOPIX,ultra_long,XLU_big_down,1025,544,460,0.5307317073170732,0.44878048780487806,3.2598547217208207,-3.000613783881109,0.3834913444203091,no_trade,
UCPIX,ultra_long,XLK_big_down,926,411,500,0.44384449244060475,0.5399568034557235,2.618948897422058,-2.8616104123556734,-0.38273996688700956,no_trade,
UGPSX,inverse,XLF_big_down,804,446,348,0.554726368159204,0.43283582089552236,3.6862798532093324,-3.8405935463135457,0.3825301746445872,predict_up,3.6862798532093324
UUPIX,ultra_long,SPY_big_down,643,360,279,0.5598755832037325,0.43390357698289267,3.4501030373468575,-3.572874868955388,0.38134526439551364,predict_up,3.4501030373468575
SOPSX,inverse,FXY_big_up,246,96,144,0.3902439024390244,0.5853658536585366,1.4174001536891518,-1.5950519603830815,-0.38055718512603726,predict_down,-1.5950519603830815
FNPSX,inverse,XLV_big_down,827,463,356,0.5598548972188634,0.43047158403869407,2.3876868361531796,-2.221709906633928,0.380375185462205,predict_up,2.3876868361531796
UCPIX,ultra_long,QQQ_big_down,897,398,484,0.443701226309922,0.5395763656633222,2.6620601821378136,-2.8927169199171545,-0.37968231521633555,no_trade,
UHPIX,ultra_long,TLT_big_up,555,240,305,0.43243243243243246,0.5495495495495496,3.4932010953110564,-3.4383745557427776,-0.37898374167007903,no_trade,
UXPIX,ultra_long,SPY_big_down,643,284,351,0.4416796267496112,0.5458786936236392,2.709890301033646,-2.886709423404097,-0.3788898322259445,no_trade,
SOPIX,long,FXY_big_up,246,97,143,0.3943089430894309,0.5813008130081301,1.4061524787718727,-1.605252877831504,-0.37867630523997325,predict_down,-1.605252877831504
UUPSX,inverse,SPY_big_down,643,360,280,0.5598755832037325,0.4354587869362364,3.444790198516892,-3.559961011693833,0.37843761771665324,predict_up,3.444790198516892
OTPIX,long,FXY_big_up,246,142,93,0.5772357723577236,0.3780487804878049,1.6155123854164857,-1.4665065957776757,0.37812050943828085,predict_up,1.6155123854164857
UXPSX,inverse,SPY_big_down,643,286,351,0.4447900466562986,0.5458786936236392,2.6875029033837294,-2.881673763266598,-0.37766976755649967,no_trade,
UGPIX,ultra_long,SPY_big_down,590,316,267,0.535593220338983,0.45254237288135596,3.9894990908916648,-3.892503236631315,0.37522601447661824,no_trade,
UVPSX,inverse,QQQ_big_down,818,352,453,0.43031784841075793,0.5537897310513448,3.2583862765727973,-3.207035877964521,-0.37388176450403837,predict_down,-3.207035877964521
UCPSX,inverse,XLF_big_down,919,390,516,0.4243743199129489,0.5614798694232862,3.0951190128331887,-3.0035891954500626,-0.3729658431417721,predict_down,-3.0035891954500626
OTPSX,inverse,FXY_big_up,246,141,94,0.573170731707317,0.3821138211382114,1.6198834536503295,-1.4546584043049264,0.3726247030895666,predict_up,1.6198834536503295
UKPIX,ultra_long,QQQ_big_down,818,347,460,0.4242053789731051,0.5623471882640587,2.807613864512525,-2.779360950280508,-0.3719609121554865,predict_down,-2.779360950280508
ETHFX,long,XLK_up,216,93,123,0.4305555555555556,0.5694444444444444,3.2773184087538674,-3.1289320727279004,-0.37068533764547285,predict_down,-3.1289320727279004
UGPSX,inverse,SPY_big_down,590,319,265,0.5406779661016949,0.4491525423728814,3.948644499721133,-3.930667995316306,0.3694755536478316,no_trade,
WCPIX,long,FXY_big_up,246,133,111,0.540650406504065,0.45121951219512196,3.0888573409074307,-2.883776814344261,0.36877560954664773,no_trade,
UCPIX,ultra_long,XLF_big_down,919,390,514,0.4243743199129489,0.55930359085963,3.0994872475660893,-3.011053560123041,-0.36875027568277297,predict_down,-3.011053560123041
BTCFX,long,XLK_big_up,316,133,179,0.4208860759493671,0.5664556962025317,2.340956528802185,-2.3876515075201388,-0.3672227896057414,predict_down,-2.3876515075201388
UVPIX,ultra_long,QQQ_big_down,818,350,455,0.4278728606356968,0.5562347188264058,3.2727884012324884,-3.1764059826081805,-0.3664899531239009,predict_down,-3.1764059826081805
UNPIX,ultra_long,SPY_big_down,643,350,287,0.5443234836702955,0.4463452566096423,2.8861535232267004,-2.699190750616626,0.3662301519477036,no_trade,
TEPSX,inverse,XLF_big_down,1125,606,454,0.5386666666666666,0.40355555555555556,2.567721656934341,-2.5205659995080847,0.3659576536227026,no_trade,
REPSX,inverse,XLV_big_down,827,449,374,0.5429262394195888,0.45223700120918986,2.2934034636259084,-1.9445382105556706,0.3657567888998934,no_trade,
USPSX,inverse,TLT_big_up,630,238,381,0.37777777777777777,0.6047619047619047,2.651306092021125,-2.26098014479099,-0.36575013534022105,predict_down,-2.26098014479099
UKPSX,inverse,QQQ_big_down,818,348,459,0.4254278728606357,0.5611246943765281,2.800904519260062,-2.77007465981282,-0.3627744451730843,predict_down,-2.77007465981282
USPIX,ultra_long,TLT_big_up,630,237,383,0.3761904761904762,0.6079365079365079,2.6651540345893565,-2.2456392192954655,-0.3626004996706124,predict_down,-2.2456392192954655
REPIX,long,XLV_big_down,827,450,373,0.5441354292623942,0.45102781136638453,2.2912388545424474,-1.9622425362098572,0.36171828118237537,no_trade,
BTCFX,long,IWM_big_down,263,148,113,0.5627376425855514,0.4296577946768061,2.7888610605708903,-2.812588634847491,0.36094646854268203,predict_up,2.7888610605708903
TEPIX,long,XLF_big_down,1125,615,460,0.5466666666666666,0.4088888888888889,2.5270501802550656,-2.4979431367053606,0.36007290486435517,no_trade,
UNPSX,inverse,SPY_big_down,643,350,286,0.5443234836702955,0.4447900466562986,2.877110256843435,-2.7137214629070057,0.35904238180995135,no_trade,
PMPIX,long,FXY_big_down,225,124,99,0.5511111111111111,0.44,2.89617265956134,-2.8160799503545237,0.35703775422448186,predict_up,2.89617265956134
UVPSX,inverse,TLT_big_up,576,249,315,0.4322916666666667,0.546875,2.902669354337306,-2.945923352353009,-0.35625206034932055,no_trade,
UVPIX,ultra_long,TLT_big_up,576,249,316,0.4322916666666667,0.5486111111111112,2.9096849801608213,-2.941481405768782,-0.3558968127827965,no_trade,
SHPSX,inverse,FXY_big_up,246,94,146,0.3821138211382114,0.5934959349593496,1.6985711856741939,-1.6906263217456359,-0.35433232325808395,predict_down,-1.6906263217456359
CNPIX,long,FXY_big_up,246,139,105,0.5650406504065041,0.4268292682926829,1.741174283404966,-1.4756934163654185,0.3539651084346396,predict_up,1.741174283404966
WCPSX,inverse,FXY_big_up,246,134,110,0.5447154471544715,0.44715447154471544,3.0511449595883744,-2.927584411962635,0.35292333036159457,no_trade,
UGPIX,ultra_long,TLT_big_up,555,302,243,0.5441441441441441,0.43783783783783786,3.4304073853906014,-3.457303114698982,0.35289797029929526,no_trade,
UUPIX,ultra_long,XLK_big_down,847,467,373,0.551357733175915,0.44037780401416765,3.1517215318601215,-3.1456608587028296,0.3524468182792459,predict_up,3.1517215318601215
PMPSX,inverse,FXY_big_down,225,124,99,0.5511111111111111,0.44,2.8892623109211724,-2.8181818813188055,0.3523045346829499,predict_up,2.8892623109211724
SHPIX,long,FXY_big_up,246,95,145,0.3861788617886179,0.5894308943089431,1.680240352707107,-1.6971329291680006,-0.35146927326091415,predict_down,-1.6971329291680006
UDPIX,ultra_long,XLV_big_down,735,411,313,0.5591836734693878,0.42585034013605444,2.306612457228566,-2.203557353240989,0.3514343787163417,predict_up,2.306612457228566
UDPSX,inverse,XLV_big_down,735,408,314,0.5551020408163265,0.4272108843537415,2.3222549321914254,-2.195815472258472,0.35101218237406995,predict_up,2.3222549321914254
UUPSX,inverse,XLK_big_down,847,466,374,0.5501770956316411,0.44155844155844154,3.152591769770697,-3.137692522890332,0.34900916310762725,predict_up,3.152591769770697
