ticker,fund_group,condition,horizon,selection_trades,selection_avg,selected_pre2025,holdout_trades,holdout_hit_rate,holdout_avg
TEPIX,long,PST_down,3,946,0.1573,True,193,0.6114,0.235
UWPIX,ultra_long,XBI_down,3,925,-0.0767,False,174,0.5977,-0.235
TEPIX,long,CEW_up,2,998,0.1321,False,207,0.5942,0.235
LGPSX,inverse,IAU_big_down,3,101,0.0975,False,69,0.5797,0.235
BIPSX,inverse,DBC_up,3,842,-0.0412,False,151,0.5695,0.235
UFPSX,inverse,VGSH_down,3,860,-0.0559,False,155,0.5742,-0.2349
LGPIX,long,XOP_lt-2,1,234,0.2783,True,42,0.5714,0.2349
UJPIX,ultra_long,COPX_big_up,2,501,0.0404,False,153,0.5425,0.2349
INPIX,long,TMF_lt-2,2,367,-0.053,False,56,0.5357,0.2349
WCPIX,long,TBT_big_up,2,493,0.0699,False,94,0.5213,0.2349
OTPSX,inverse,XBI_lt-2,2,196,0.1045,False,41,0.6585,0.2349
UUPIX,ultra_long,VMBS_up,1,941,0.1075,False,196,0.551,0.2349
UXPSX,inverse,XOP_big_up,3,543,-0.0546,False,121,0.5868,-0.2349
SVPIX,long,TBF_big_up,3,165,0.0038,False,29,0.6207,0.2349
UAPSX,inverse,COPX_big_down,3,482,0.005,False,108,0.5833,0.2349
UVPIX,ultra_long,UDN_up,3,894,-0.1139,False,179,0.581,-0.2349
UVPIX,ultra_long,IAU_big_up,3,126,0.0462,False,101,0.5743,-0.2349
UVPIX,ultra_long,CEW_up,3,985,-0.0002,False,207,0.5652,-0.2349
UFPSX,inverse,AGG_up,3,976,-0.0923,False,198,0.5707,-0.2349
SLPIX,long,DBC_big_down,2,217,0.0973,False,53,0.566,0.2348
UKPSX,inverse,GDXJ_up,2,921,-0.0728,False,211,0.5166,-0.2348
ULPIX,ultra_long,USO_big_down,3,466,0.1149,False,122,0.5902,0.2348
UVPSX,inverse,CEW_up,3,997,-0.0078,False,207,0.5652,-0.2348
UOPIX,ultra_long,OIH_down,2,963,0.1096,False,181,0.5691,0.2348
USPSX,inverse,USO_down,3,863,-0.1385,False,187,0.615,-0.2348
PHPSX,inverse,PST_up,3,509,0.0037,False,119,0.6134,0.2348
UWPSX,inverse,PST_big_down,1,87,-0.1948,True,29,0.5517,-0.2347
USPSX,inverse,OIH_gt2,2,263,-0.1027,False,61,0.623,-0.2347
UOPSX,inverse,XME_big_up,2,500,0.0378,False,125,0.632,0.2347
IDPSX,inverse,OIH_lt-2,2,261,-0.0258,False,43,0.5349,0.2346
SHPIX,long,BND_up,1,964,-0.1053,False,140,0.5143,-0.2346
OTPSX,inverse,XME_lt-2,3,156,0.1226,False,52,0.6154,0.2346
WCPSX,inverse,XLB_big_down,1,252,0.163,True,63,0.5556,0.2346
UMPIX,ultra_long,TMF_big_up,1,614,0.1445,False,115,0.5652,0.2346
UEPSX,inverse,XOP_gt2,2,264,0.0259,False,54,0.6667,0.2346
UXPSX,inverse,UDN_down,2,916,-0.0661,False,195,0.5795,-0.2346
INPIX,long,SMH_down,1,866,0.0603,False,161,0.559,0.2346
UJPIX,ultra_long,AGG_up,2,976,0.139,False,198,0.5354,0.2346
UWPSX,inverse,USO_big_down,2,466,-0.1165,False,122,0.5656,-0.2345
PHPIX,long,VCIT_down,3,863,0.0044,False,186,0.6022,0.2345
SOPIX,long,DBC_big_down,1,217,-0.2455,True,53,0.6226,-0.2345
UUPSX,inverse,YCL_up,2,804,0.0894,False,164,0.5732,0.2345
CYPSX,inverse,FXA_big_down,1,12,0.2515,False,12,0.5833,0.2345
MGPSX,inverse,EDV_gt2,1,12,-0.5042,False,12,0.5833,0.2345
UOPSX,inverse,SMH_down,2,866,0.1559,True,161,0.5839,0.2345
UVPSX,inverse,XLB_down,2,824,-0.0754,False,187,0.5508,-0.2345
URPSX,inverse,YCL_big_down,3,215,-0.0147,False,63,0.5079,-0.2345
UCPSX,inverse,COPX_big_down,3,482,-0.0239,False,108,0.5833,-0.2344
UCPSX,inverse,COPX_big_up,1,503,0.1693,False,37,0.4865,0.2344
UUPSX,inverse,OIH_down,3,856,0.0469,False,181,0.5746,0.2344
SVPSX,inverse,COPX_lt-2,1,67,-0.0213,False,57,0.4561,0.2344
MGPIX,long,SMH_down,1,866,0.0447,False,161,0.559,0.2344
SHPSX,inverse,XLB_down,3,858,-0.0417,False,159,0.6226,-0.2344
UOPSX,inverse,XLB_big_up,2,281,0.0595,False,74,0.5811,0.2344
ENPIX,long,GOVZ_big_down,2,204,0.1119,False,73,0.5479,0.2344
UFPSX,inverse,VGLT_up,3,964,-0.0888,False,194,0.5515,-0.2344
UVPSX,inverse,FLRN_up,1,837,-0.0349,False,204,0.5245,-0.2344
UAPIX,ultra_long,DBC_down,3,834,0.0382,False,173,0.578,0.2344
BIPIX,long,FXE_down,1,506,-0.1241,False,146,0.5205,0.2344
UFPSX,inverse,XBI_big_up,3,527,-0.083,False,119,0.5462,-0.2343
OEPSX,inverse,IEI_up,2,321,-0.0908,False,66,0.5606,0.2343
UKPSX,inverse,IAU_big_up,3,126,0.0967,False,101,0.5545,-0.2343
UEPSX,inverse,ZROZ_big_up,2,307,0.0279,False,65,0.6615,0.2343
UNPSX,inverse,XLY_down,3,813,0.0435,False,187,0.6043,0.2343
UJPSX,inverse,XOP_down,3,929,0.0661,False,176,0.5398,0.2343
UEPSX,inverse,TLH_big_up,3,32,-0.0292,False,15,0.8,0.2343
UCPIX,ultra_long,AGG_up,1,976,-0.1581,True,198,0.5404,-0.2342
UKPIX,ultra_long,GDXJ_up,1,931,-0.0798,False,211,0.4929,-0.2342
HCPSX,inverse,SOXX_lt-2,1,76,-0.2928,True,26,0.5769,0.2342
UAPIX,ultra_long,YCL_down,2,945,0.0564,False,221,0.5611,0.2342
BMPSX,inverse,OIH_big_down,2,426,-0.0877,False,98,0.5612,0.2342
OTPIX,long,XME_lt-2,3,156,0.1274,False,52,0.6154,0.2342
BRPSX,inverse,XLC_lt-2,3,7,-0.429,False,12,0.5833,-0.2342
UVPIX,ultra_long,XLB_down,2,755,-0.0305,False,187,0.5455,-0.2342
SVPSX,inverse,SIL_big_down,2,492,0.0005,False,32,0.625,0.2341
ULPIX,ultra_long,USO_gt2,3,206,0.1192,False,73,0.6438,0.2341
URPIX,ultra_long,USO_big_down,2,463,-0.1087,False,122,0.541,-0.2341
IDPIX,long,XOP_gt2,3,264,0.0976,False,54,0.6296,0.2341
BMPIX,long,XLP_big_down,3,82,0.247,True,46,0.587,0.234
UTPSX,inverse,OIH_gt2,3,263,0.1005,False,61,0.5902,0.234
UKPIX,ultra_long,LTPZ_up,1,950,-0.1266,False,197,0.5076,-0.234
MDPSX,inverse,LTPZ_big_up,2,110,0.0453,False,25,0.6,0.234
UJPIX,ultra_long,FXC_down,2,961,0.0868,False,201,0.5572,0.234
BITIX,long,TMV_gt2,3,42,-0.3579,False,63,0.5556,-0.234
UNPSX,inverse,SPTL_down,2,659,-0.0213,False,190,0.5737,0.234
SMPIX,long,XOP_big_up,2,543,0.0998,False,121,0.562,0.234
BIPSX,inverse,DBC_big_up,2,167,-0.0864,False,69,0.4783,0.2339
TEPIX,long,EUO_up,1,955,0.0856,False,202,0.5644,0.2339
INPIX,long,STIP_up,3,974,0.1002,False,204,0.6127,0.2339
SHPIX,long,MUB_up,1,960,-0.1024,False,206,0.5534,-0.2339
SOPSX,inverse,SMH_down,1,866,-0.1191,False,161,0.6149,-0.2339
UTPIX,ultra_long,XLP_big_down,3,82,0.0636,False,46,0.5652,0.2339
UAPSX,inverse,SOXX_gt2,1,79,0.2885,True,60,0.5,-0.2339
PHPSX,inverse,XLB_down,2,896,-0.0046,False,187,0.5508,0.2338
SMPSX,inverse,TMV_up,3,935,0.1267,False,196,0.5969,0.2338
UXPSX,inverse,VGSH_up,3,840,-0.0396,False,204,0.5833,-0.2338
SMPIX,long,CEW_up,2,998,0.1937,True,207,0.5652,0.2338
UFPSX,inverse,XLY_down,2,844,-0.1469,False,187,0.5829,-0.2338
ENPSX,inverse,PST_up,3,629,0.036,False,195,0.6205,0.2337
UUPSX,inverse,SHV_up,1,1009,0.0061,False,324,0.5309,0.2337
SOPSX,inverse,XME_lt-2,3,156,-0.1349,False,52,0.6346,-0.2337
FNPIX,long,XOP_lt-2,1,229,0.2899,True,42,0.5238,0.2337
UOPIX,ultra_long,SIL_lt-2,3,223,0.1337,False,66,0.5455,0.2337
UKPIX,ultra_long,ZROZ_down,3,833,-0.0377,False,199,0.5427,-0.2337
UFPSX,inverse,DBC_big_down,3,217,-0.0199,False,53,0.566,-0.2337
SMPIX,long,COPX_down,1,914,0.2561,True,179,0.5307,0.2336
PHPIX,long,TLH_big_up,2,32,-0.0802,False,15,0.4667,0.2336
UKPIX,ultra_long,GDXJ_up,2,930,-0.0727,False,211,0.5213,-0.2336
WCPSX,inverse,ULE_big_down,2,167,-0.1339,False,45,0.5556,0.2336
BIPIX,long,SIL_lt-2,3,176,0.0821,False,66,0.5606,0.2336
UKPIX,ultra_long,XLP_up,3,1006,-0.061,False,194,0.5206,-0.2336
UHPIX,ultra_long,COPX_lt-2,1,192,-0.4935,True,68,0.4706,0.2336
BMPIX,long,STIP_up,1,547,0.0414,False,204,0.5735,0.2335
BMPSX,inverse,TMV_gt2,2,361,0.0066,False,63,0.4603,0.2335
INPSX,inverse,TMF_gt2,2,319,0.0036,False,55,0.6727,0.2335
UWPIX,ultra_long,XLP_down,1,850,-0.1521,True,192,0.5625,-0.2335
UCPSX,inverse,TBT_big_down,3,460,-0.0346,False,78,0.5641,-0.2335
BKPSX,inverse,SMH_gt2,2,193,0.1062,False,67,0.4925,-0.2335
BIPIX,long,PST_down,3,890,0.0344,False,193,0.601,0.2335
UNPIX,ultra_long,SIL_big_down,2,505,-0.0281,False,112,0.5804,0.2335
UWPSX,inverse,MBB_up,1,941,-0.1201,False,205,0.5902,-0.2335
ULPIX,ultra_long,OIH_big_down,3,540,0.054,False,98,0.5918,0.2335
UFPIX,ultra_long,OIH_lt-2,3,270,0.0529,False,43,0.5349,-0.2335
UXPIX,ultra_long,EUO_big_down,2,153,-0.0251,False,49,0.5918,-0.2335
USPSX,inverse,BND_up,2,964,-0.2685,True,196,0.5816,-0.2334
SPPSX,inverse,GDXJ_down,1,667,-0.06,False,132,0.5758,-0.2334
BIPSX,inverse,XOP_down,3,859,0.0075,False,176,0.5909,0.2334
BLPIX,long,XLY_big_down,3,223,0.0792,False,73,0.6986,0.2334
UAPSX,inverse,TBT_big_up,3,493,-0.0543,False,94,0.5851,0.2334
IDPSX,inverse,DBC_down,2,834,0.0162,False,173,0.5434,0.2334
IDPIX,long,TMF_down,1,647,-0.0799,False,106,0.4528,-0.2334
UVPSX,inverse,TMF_big_up,3,614,-0.0774,False,115,0.5913,-0.2334
LGPSX,inverse,SOXX_big_down,1,409,0.112,False,94,0.5957,0.2334
IDPIX,long,SIL_lt-2,2,211,0.0958,False,66,0.5455,0.2334
BMPIX,long,VGLT_big_up,3,111,0.0279,False,24,0.625,0.2334
TEPIX,long,SPTL_up,2,965,0.1713,True,192,0.6146,0.2333
UAPSX,inverse,XLP_big_down,2,82,0.3503,True,46,0.4783,0.2333
OEPIX,long,XLP_big_down,3,82,0.5012,True,46,0.5435,0.2333
IDPIX,long,XBI_lt-2,3,171,0.0487,False,32,0.5938,0.2333
WCPIX,long,TBF_big_down,3,133,0.056,False,30,0.6667,0.2332
UIPIX,ultra_long,ULE_big_up,3,163,-0.1338,False,52,0.5385,0.2332
ENPSX,inverse,SHV_down,3,392,0.1543,True,32,0.5625,-0.2332
SMPSX,inverse,FXC_down,1,961,0.3539,True,201,0.5572,0.2332
OEPIX,long,COPX_lt-2,2,109,-0.2458,True,18,0.5,-0.2332
USPIX,ultra_long,USO_down,3,863,-0.1349,False,187,0.615,-0.2332
UOPSX,inverse,YCS_big_up,2,234,0.0614,False,71,0.5634,0.2332
UXPIX,ultra_long,SOXX_down,2,863,-0.0693,False,165,0.5697,-0.2332
SGPIX,long,XOP_big_up,3,211,0.0625,False,25,0.56,0.2332
UJPIX,ultra_long,ZROZ_gt2,2,34,-0.049,False,19,0.5789,0.2332
UVPSX,inverse,SMH_big_down,3,248,-0.0643,False,91,0.5604,-0.2331
BITIX,long,LTPZ_big_down,3,8,-1.3005,False,26,0.5769,-0.2331
UXPSX,inverse,SPTL_down,2,841,-0.0093,False,190,0.5684,-0.2331
OEPIX,long,PST_down,3,252,-0.247,True,116,0.5603,0.2331
UEPIX,ultra_long,GDXJ_lt-2,3,256,0.0194,False,70,0.7,0.2331
FNPIX,long,TBT_big_up,2,493,0.091,False,94,0.5957,0.2331
UAPIX,ultra_long,OIH_gt2,3,263,0.0303,False,61,0.6066,0.2331
UWPSX,inverse,GDXJ_lt-2,2,259,-0.107,False,70,0.6143,-0.2331
SHPSX,inverse,IEF_up,1,675,-0.1166,False,69,0.5507,-0.2331
UAPIX,ultra_long,XBI_gt2,1,198,0.1153,False,56,0.5536,-0.2331
UJPIX,ultra_long,COPX_up,3,910,0.0774,False,210,0.5476,0.2331
UFPSX,inverse,VGSH_down,2,860,-0.1423,False,155,0.5871,-0.233
HCPIX,long,TBF_big_down,1,133,-0.0195,False,30,0.4667,0.233
UFPIX,ultra_long,VGIT_up,3,819,-0.0271,False,193,0.5544,-0.233
UKPSX,inverse,GOVZ_big_down,2,200,-0.0054,False,71,0.5211,-0.233
TEPIX,long,BIL_up,1,922,0.0297,False,287,0.5819,0.233
REPSX,inverse,XLC_big_down,2,162,-0.0213,False,46,0.587,0.233
TEPIX,long,ZROZ_up,2,970,0.1686,True,189,0.619,0.233
SHPIX,long,SOXX_down,3,865,-0.0406,False,165,0.6364,-0.233
UMPSX,inverse,SOXX_big_down,2,409,0.092,False,94,0.5532,0.233
UCPSX,inverse,XLB_down,1,871,-0.145,False,187,0.5241,-0.2329
IDPSX,inverse,ZROZ_big_up,2,307,0.0598,False,65,0.5846,0.2329
PMPIX,long,GOVZ_up,2,68,-0.1768,True,70,0.5571,0.2329
BIPIX,long,GDXJ_lt-2,1,255,0.1779,False,70,0.5,0.2329
UUPSX,inverse,GDXJ_big_up,2,578,0.11,False,154,0.5584,0.2329
SHPSX,inverse,VGLT_big_up,1,111,-0.0057,False,24,0.5417,-0.2329
REPIX,long,OIH_gt2,2,114,-0.0215,False,43,0.6512,0.2329
BIPSX,inverse,GDXJ_lt-2,1,255,0.1356,False,70,0.5,0.2329
IDPSX,inverse,UDN_down,2,948,0.0593,False,195,0.5795,0.2329
BIPSX,inverse,TMV_big_down,3,619,0.0217,False,118,0.6271,0.2329
OTPIX,long,SMH_down,1,866,0.1002,False,161,0.6149,0.2329
OEPSX,inverse,ZROZ_up,3,415,-0.1441,False,59,0.5593,0.2329
BKPSX,inverse,UDN_down,2,948,0.0887,False,195,0.5744,0.2329
USPSX,inverse,SIL_lt-2,3,223,-0.203,True,66,0.5455,-0.2329
UAPSX,inverse,XLB_down,1,869,0.1232,False,187,0.5241,0.2329
UWPIX,ultra_long,COPX_big_down,2,482,-0.011,False,108,0.5741,-0.2329
SHPSX,inverse,IAU_down,2,853,-0.0244,False,169,0.5562,-0.2328
ULPIX,ultra_long,YCS_big_up,3,234,0.0002,False,71,0.5634,0.2328
PHPSX,inverse,STIP_up,3,316,0.0106,False,188,0.5957,0.2328
OEPIX,long,ZROZ_big_down,1,346,0.0591,False,71,0.4648,0.2328
UUPSX,inverse,VGSH_up,3,840,0.0882,False,204,0.5539,0.2328
UBPIX,ultra_long,ZROZ_up,3,800,0.0155,False,188,0.5426,0.2328
TEPIX,long,VGSH_up,2,840,0.0941,False,204,0.5784,0.2328
UAPSX,inverse,YCL_down,2,945,0.0528,False,221,0.5611,0.2328
MDPIX,long,GDXJ_lt-2,3,259,0.0182,False,70,0.7,0.2328
UBPSX,inverse,SOXX_big_up,3,296,-0.0362,False,54,0.5,0.2328
ULPIX,ultra_long,YCS_big_down,3,169,-0.0734,False,64,0.6562,0.2327
UDPIX,ultra_long,SMH_big_down,3,406,0.0712,False,91,0.5934,0.2327
OEPIX,long,CEW_up,3,12,-0.0157,False,98,0.5612,0.2327
OTPSX,inverse,USO_gt2,1,84,-0.1712,True,59,0.5763,0.2327
URPIX,ultra_long,XLY_down,1,843,-0.1388,False,187,0.5561,-0.2327
OEPSX,inverse,VCIT_up,2,210,-0.0716,False,68,0.5735,0.2326
SMPIX,long,VCLT_up,1,982,0.1304,False,193,0.5959,0.2326
SMPSX,inverse,SIL_gt2,2,241,0.2382,True,102,0.5784,0.2326
SMPIX,long,MUB_up,1,960,0.2391,True,206,0.6019,0.2326
UBPIX,ultra_long,SIL_gt2,1,237,0.075,False,69,0.5217,0.2326
SMPIX,long,XLP_down,3,890,0.2402,True,192,0.5885,0.2326
UTPSX,inverse,PFF_down,1,847,0.1195,False,193,0.5751,0.2326
BLPIX,long,ZROZ_gt2,3,34,0.1079,False,19,0.7368,0.2325
UBPIX,ultra_long,EDV_big_up,2,280,0.0711,False,59,0.5932,0.2325
INPSX,inverse,VGLT_big_up,2,111,0.0392,False,24,0.7083,0.2325
UJPIX,ultra_long,GDXJ_up,3,896,0.0941,False,211,0.5498,0.2325
SNPSX,inverse,GDXJ_lt-2,3,166,-0.0047,False,70,0.6429,-0.2324
UVPSX,inverse,IAU_big_up,3,126,0.043,False,101,0.5743,-0.2324
BMPSX,inverse,VCLT_big_up,3,26,0.0322,False,14,0.6429,0.2324
UVPIX,ultra_long,FLRN_up,1,837,-0.0295,False,204,0.5245,-0.2324
UMPIX,ultra_long,XME_down,3,913,0.0836,False,172,0.6105,0.2324
SOPIX,long,XME_lt-2,3,156,-0.1308,False,52,0.6346,-0.2324
UJPSX,inverse,VCLT_up,1,982,0.0839,False,193,0.5285,0.2324
SGPIX,long,XOP_big_down,3,544,0.0396,False,89,0.6517,0.2324
UFPIX,ultra_long,CEW_down,3,826,-0.072,False,61,0.5246,-0.2324
SLPIX,long,TMV_lt-2,1,322,0.0106,False,56,0.5714,0.2324
ENPSX,inverse,IEF_down,3,616,0.0335,False,189,0.619,0.2323
UOPSX,inverse,GOVZ_down,1,432,0.0904,False,193,0.5751,0.2323
LVPIX,long,TLH_big_up,1,32,0.1244,False,15,0.4667,0.2323
UXPIX,ultra_long,ULE_up,1,917,-0.0059,False,187,0.5455,-0.2323
URPSX,inverse,GDXJ_big_down,2,578,-0.1064,False,109,0.5872,-0.2323
OTPSX,inverse,SMH_down,1,866,0.0948,False,161,0.6149,0.2323
URPIX,ultra_long,XME_gt2,2,178,0.1103,False,62,0.5645,-0.2323
UTPIX,ultra_long,PFF_down,1,847,0.1203,False,193,0.5699,0.2323
UIPSX,inverse,BND_up,1,964,-0.198,True,196,0.5408,-0.2322
SPPIX,long,ZROZ_big_down,2,96,-0.1116,False,60,0.5167,-0.2322
CYPSX,inverse,SHV_down,3,304,0.022,False,32,0.4688,-0.2322
TEPIX,long,PFF_up,3,1003,0.0974,False,189,0.6138,0.2322
FNPIX,long,ZROZ_big_down,2,373,0.0161,False,71,0.5634,0.2322
BIPSX,inverse,LTPZ_down,3,776,0.0112,False,186,0.586,0.2322
URPIX,ultra_long,SOXX_down,1,870,-0.1518,True,165,0.5394,-0.2322
BMPIX,long,XBI_down,2,925,0.0377,False,174,0.6149,0.2321
INPSX,inverse,SMH_big_down,3,406,0.1154,False,91,0.6044,0.2321
UMPSX,inverse,FXA_down,3,914,0.0745,False,186,0.5914,0.2321
UAPSX,inverse,DBC_down,3,834,0.035,False,173,0.578,0.2321
BMPIX,long,GOVZ_down,1,437,0.0362,False,91,0.4835,0.2321
TEPSX,inverse,FXE_up,2,946,0.1241,False,185,0.6216,0.2321
UFPIX,ultra_long,UDN_down,2,301,0.2855,True,71,0.5493,-0.2321
URPSX,inverse,FXA_down,1,675,-0.1709,True,186,0.543,-0.2321
BKPIX,long,TMF_big_down,2,642,0.1118,False,120,0.575,0.232
UJPIX,ultra_long,SIL_gt2,2,241,0.137,False,102,0.5,0.232
MGPSX,inverse,OIH_big_down,1,540,0.017,False,98,0.5204,0.232
UNPIX,ultra_long,GDXJ_big_down,2,578,0.043,False,109,0.5413,0.232
UIPSX,inverse,PFF_down,2,848,-0.0939,False,193,0.544,-0.232
IDPSX,inverse,SIL_lt-2,2,211,0.0943,False,66,0.5455,0.232
TEPIX,long,MBB_up,2,978,0.1487,False,205,0.6049,0.232
ENPIX,long,AGG_down,2,510,-0.0199,False,185,0.5622,0.2319
BIPIX,long,STIP_down,3,796,0.0031,False,167,0.5868,0.2319
UOPSX,inverse,ZROZ_big_down,3,373,-0.0277,False,71,0.5915,0.2319
SVPIX,long,COPX_lt-2,1,57,0.1316,False,53,0.4528,0.2319
UTPIX,ultra_long,MUB_down,2,606,-0.05,False,174,0.5517,0.2319
UUPSX,inverse,PFF_big_down,3,1,1.2745,False,14,0.5,-0.2319
UKPIX,ultra_long,SMH_big_up,3,519,-0.0757,False,144,0.5486,-0.2319
USPSX,inverse,GOVZ_big_up,3,144,-0.1438,False,64,0.6406,-0.2319
UJPIX,ultra_long,FXA_down,3,943,0.1042,False,186,0.5269,0.2319
USPIX,ultra_long,BND_up,2,964,-0.2663,True,196,0.5816,-0.2319
TEPSX,inverse,YCS_big_down,2,169,0.0653,False,64,0.6406,0.2318
CYPIX,long,TBF_big_up,1,11,0.9372,False,22,0.5909,0.2318
PHPSX,inverse,YCL_big_down,3,81,-0.0448,False,47,0.6383,0.2318
BRPIX,long,XLC_lt-2,3,7,-0.4208,False,12,0.5833,-0.2318
BIPSX,inverse,SIL_lt-2,3,176,0.0602,False,66,0.5606,0.2318
USPIX,ultra_long,SPTL_big_up,1,113,0.2075,True,24,0.5417,-0.2318
UUPIX,ultra_long,MUB_up,2,960,0.1189,False,206,0.568,0.2318
SMPIX,long,XLB_up,3,1011,0.1057,False,199,0.603,0.2318
LGPSX,inverse,XOP_gt2,3,264,0.0818,False,54,0.7222,0.2318
UXPIX,ultra_long,FXB_down,1,937,-0.119,False,192,0.5625,-0.2318
PHPSX,inverse,EUO_down,2,867,0.0243,False,185,0.6,0.2317
UVPIX,ultra_long,VCLT_up,2,967,-0.1343,False,193,0.5855,-0.2317
UUPIX,ultra_long,XME_down,2,913,0.1427,False,172,0.564,0.2317
OTPSX,inverse,PFF_big_down,3,1,0.4586,False,13,0.6154,0.2317
UVPSX,inverse,SIL_lt-2,3,203,-0.1999,True,66,0.5606,-0.2317
UFPIX,ultra_long,PST_up,2,493,-0.0233,False,71,0.5634,-0.2317
BRPSX,inverse,LTPZ_big_up,3,110,-0.111,False,25,0.8,-0.2317
UFPSX,inverse,EDV_big_up,2,280,-0.1016,False,59,0.5932,-0.2317
URPSX,inverse,YCS_down,1,874,-0.1945,True,160,0.525,-0.2317
OEPSX,inverse,TMV_up,3,146,-0.083,False,111,0.5315,0.2317
TEPIX,long,BIL_up,3,925,0.0808,False,287,0.6098,0.2316
UGPSX,inverse,GOVZ_big_down,3,204,-0.2847,True,73,0.5068,0.2316
UUPSX,inverse,XME_big_up,2,500,-0.0156,False,125,0.616,0.2316
TEPIX,long,IEI_up,3,924,0.1468,False,200,0.605,0.2316
UBPIX,ultra_long,VGSH_down,2,860,0.1221,False,155,0.5935,0.2316
SVPSX,inverse,TBF_big_up,3,165,-0.0009,False,29,0.6207,0.2316
USPSX,inverse,IAU_down,2,853,-0.0994,False,169,0.5917,-0.2316
UKPSX,inverse,LTPZ_up,1,950,-0.1157,False,197,0.5127,-0.2316
ENPSX,inverse,EUO_down,3,105,0.0152,False,139,0.5899,0.2316
SPPSX,inverse,FXC_down,1,603,-0.0881,False,170,0.5647,-0.2316
SGPSX,inverse,FLRN_down,2,574,0.0517,False,77,0.6234,0.2316
SMPSX,inverse,XOP_big_up,1,152,-0.3043,True,82,0.4634,-0.2316
UJPIX,ultra_long,ULE_big_down,2,132,-0.202,True,44,0.5,0.2315
UMPIX,ultra_long,FLRN_down,3,540,0.1087,False,77,0.6104,0.2315
UTPSX,inverse,PFF_big_down,3,1,1.1895,False,14,0.7143,0.2315
USPIX,ultra_long,SIL_lt-2,3,223,-0.2033,True,66,0.5606,-0.2315
UJPSX,inverse,SHY_up,3,869,0.0806,False,206,0.5728,0.2315
UVPIX,ultra_long,TMF_big_up,3,614,-0.0747,False,115,0.5913,-0.2315
UVPIX,ultra_long,XLP_big_down,1,82,-0.3141,True,46,0.4565,0.2315
ULPIX,ultra_long,OIH_big_down,2,540,0.0072,False,98,0.5816,0.2315
UUPSX,inverse,VMBS_up,1,941,0.1071,False,196,0.551,0.2314
SLPSX,inverse,DBC_big_down,2,217,0.0935,False,53,0.5472,0.2314
UBPSX,inverse,COPX_big_up,3,531,0.0495,False,153,0.5425,0.2314
ULPIX,ultra_long,SOXX_down,1,870,0.1108,False,165,0.5636,0.2314
SHPIX,long,XLY_down,3,844,-0.0548,False,187,0.6096,-0.2314
BIPIX,long,XOP_up,3,710,0.0309,False,98,0.5816,0.2313
SOPSX,inverse,COPX_big_down,1,482,-0.1616,True,108,0.5833,-0.2313
UVPSX,inverse,VCLT_up,2,982,-0.1524,True,193,0.5855,-0.2313
WCPSX,inverse,TBF_big_down,3,133,0.0533,False,30,0.6667,0.2313
UXPIX,ultra_long,DBC_down,1,781,-0.0351,False,173,0.5376,-0.2313
UFPSX,inverse,XLP_big_up,2,20,0.5144,False,18,0.5556,0.2313
TEPSX,inverse,FLRN_up,3,837,0.1303,False,204,0.6029,0.2313
BIPIX,long,IEF_up,3,891,0.028,False,197,0.6041,0.2313
UFPIX,ultra_long,BIL_down,3,313,-0.1282,False,23,0.5217,0.2313
UHPIX,ultra_long,XOP_big_up,3,543,0.0997,False,121,0.5289,-0.2313
UBPIX,ultra_long,YCS_up,1,935,0.0429,False,74,0.5,0.2313
UKPSX,inverse,WIP_up,2,955,-0.1108,False,213,0.5258,-0.2313
UOPIX,ultra_long,STIP_up,2,974,0.2245,True,204,0.5882,0.2312
USPIX,ultra_long,OIH_gt2,2,263,-0.1011,False,61,0.623,-0.2312
UWPIX,ultra_long,IEI_up,1,877,-0.1801,True,200,0.575,-0.2312
BMPIX,long,XLY_big_up,2,218,0.0224,False,45,0.5111,-0.2312
SGPIX,long,TBT_lt-2,3,132,0.0037,False,25,0.64,0.2312
SGPSX,inverse,GDXJ_big_down,2,578,0.0273,False,109,0.5963,0.2312
UDPIX,ultra_long,XBI_down,2,925,0.0759,False,174,0.5345,0.2311
UOPIX,ultra_long,YCS_big_up,3,234,0.0691,False,71,0.5775,0.2311
UUPSX,inverse,SIL_big_up,3,552,0.0558,False,155,0.5871,0.2311
USPSX,inverse,XOP_big_up,3,534,-0.2139,True,121,0.6198,-0.2311
URPSX,inverse,XLP_big_down,2,82,-0.3174,True,46,0.4783,-0.2311
RTPIX,long,FXA_big_down,1,11,-0.0363,False,11,0.7273,0.2311
CYPIX,long,ZROZ_big_down,2,373,-0.0226,False,71,0.4789,0.2311
UWPSX,inverse,XBI_down,3,925,-0.0802,False,174,0.5977,-0.2311
UVPSX,inverse,YCL_up,2,804,-0.1117,False,164,0.5732,-0.2311
PMPSX,inverse,GDXJ_down,1,447,0.0729,False,127,0.5669,0.2311
UJPSX,inverse,WIP_up,2,955,0.1002,False,213,0.5258,0.2311
UAPIX,ultra_long,SIL_down,3,938,0.0116,False,174,0.5747,0.231
UKPSX,inverse,XLP_up,3,1006,-0.0573,False,194,0.5206,-0.231
SGPIX,long,OIH_big_down,2,540,-0.002,False,98,0.5918,0.231
SPPSX,inverse,XLB_up,3,217,-0.0125,False,114,0.6228,-0.231
UGPIX,ultra_long,OIH_gt2,3,245,-0.1206,False,60,0.4833,0.231
UFPIX,ultra_long,EUO_down,3,831,-0.0383,False,140,0.5,-0.231
