ticker,fund_group,source,condition,horizon,full_history_avg,pass
WCPIX,long,sparse_outputs_multi_day_full_history,SPY_big_down,3,0.1362,False
WCPIX,long,sparse_outputs_multi_day_full_history,SPY_down_QQQ_up,2,0.0942,False
WCPIX,long,sparse_outputs_multi_day_full_history,SPY_down_QQQ_up,5,0.0825,False
WCPIX,long,sparse_outputs_multi_day_full_history,SPY_bin_lt-2,5,0.0513,False
WCPIX,long,sparse_outputs_multi_day_full_history,SPY_bin_lt-2,3,0.0263,False
WCPSX,inverse,sparse_outputs_multi_day_full_history,SPY_big_down,3,0.1452,False
WCPSX,inverse,sparse_outputs_multi_day_full_history,SPY_bin_lt-2,5,0.117,False
WCPSX,inverse,sparse_outputs_multi_day_full_history,SPY_down_QQQ_up,2,0.0938,False
WCPSX,inverse,sparse_outputs_multi_day_full_history,SPY_down_QQQ_up,5,0.0743,False
WCPSX,inverse,sparse_outputs_multi_day_full_history,SPY_bin_lt-2,3,0.0179,False
