ETF,Fund,N,Same,Lead1,DirAgree
IEF,BKPSX,2509,-0.2385,0.0339,0.506
IEF,BLPIX,2509,-0.1122,0.0796,0.5128
IEF,BLPSX,2509,-0.1115,0.0803,0.5092
IEF,BMPIX,2509,-0.1156,0.0612,0.514
IEF,BMPSX,2509,-0.1158,0.0619,0.5144
IEF,BRPIX,2509,0.113,-0.0816,0.4533
IEF,BRPSX,2509,0.1144,-0.0813,0.4549
IEF,BTCFX,1254,0.0221,0.0215,0.4924
IEF,CNPIX,2509,-0.0357,0.0946,0.514
IEF,CNPSX,2509,-0.0354,0.0958,0.5148
IEF,CYPIX,2509,-0.0334,0.0731,0.5064
IEF,CYPSX,2509,-0.0332,0.0734,0.5064
IEF,ENPIX,2509,-0.2125,0.0059,0.49
IEF,ENPSX,2509,-0.2121,0.0065,0.4904
IEF,ETHFX,356,0.0395,-0.0535,0.4789
IEF,FDPIX,2509,0.314,0.0302,0.4506
IEF,FDPSX,2509,0.3215,0.0376,0.4478
IEF,FNPIX,2509,-0.1874,0.0616,0.5048
IEF,FNPSX,2509,-0.1873,0.0619,0.5044
IEF,FYAIX,2483,0.2656,0.042,0.4565
IEF,FYASX,2483,0.266,0.0424,0.4553
IEF,GVPIX,2477,0.8861,0.0038,0.4733
IEF,GVPSX,2477,0.8859,0.0036,0.4746
IEF,HCPIX,2509,-0.0567,0.0966,0.5219
IEF,HCPSX,2509,-0.0562,0.0971,0.5211
IEF,IDPIX,2509,-0.1272,0.0583,0.512
IEF,IDPSX,2509,-0.1267,0.0584,0.5096
IEF,INPIX,2509,-0.0269,0.0588,0.5084
IEF,INPSX,2509,-0.0257,0.0588,0.5072
IEF,LGPIX,2509,-0.075,0.07,0.5108
IEF,LGPSX,2509,-0.0743,0.0705,0.5084
IEF,LVPIX,2509,-0.1493,0.0757,0.5092
IEF,LVPSX,2509,-0.1486,0.0762,0.5096
IEF,MDPIX,2509,-0.1054,0.0753,0.5116
IEF,MDPSX,2509,-0.1048,0.0761,0.5124
IEF,MGPIX,2509,-0.0719,0.0761,0.5152
IEF,MGPSX,2509,-0.0685,0.0751,0.5144
IEF,MLPIX,2509,-0.1257,0.0671,0.5108
IEF,MLPSX,2509,-0.1248,0.0679,0.51
IEF,MPIXX,2509,,,0.0
IEF,MPSXX,2509,,,0.0
IEF,OEPIX,2509,-0.2057,-0.0091,0.4833
IEF,OEPSX,2509,-0.2056,-0.0087,0.4813
IEF,OTPIX,2509,-0.062,0.072,0.5116
IEF,OTPSX,2509,-0.0615,0.0724,0.5092
IEF,PHPIX,2509,-0.0416,0.0859,0.5032
IEF,PHPSX,2509,-0.0413,0.0868,0.5036
IEF,PMPIX,2509,0.248,0.0535,0.4829
IEF,PMPSX,2509,0.248,0.0538,0.4829
IEF,RDPIX,2509,-0.3019,-0.0538,0.4789
IEF,RDPSX,2509,-0.3058,-0.0512,0.4793
IEF,REPIX,2509,0.1022,0.0873,0.5088
IEF,REPSX,2509,0.1018,0.0876,0.5084
IEF,RRPIX,2477,-0.8788,-0.0089,0.5044
IEF,RRPSX,2477,-0.8849,-0.0043,0.5032
IEF,RTPIX,2477,-0.9077,-0.0169,0.475
IEF,RTPSX,2477,-0.9521,-0.0097,0.4758
IEF,SGPIX,2509,-0.0932,0.0779,0.504
IEF,SGPSX,2509,-0.092,0.0786,0.5048
IEF,SHPIX,2509,0.0983,-0.0751,0.4749
IEF,SHPSX,2509,0.0992,-0.0761,0.4741
IEF,SLPIX,2509,-0.0906,0.0687,0.502
IEF,SLPSX,2509,-0.0903,0.0687,0.5024
IEF,SMPIX,2509,-0.0825,0.0637,0.5064
IEF,SMPSX,2509,-0.0804,0.0637,0.5052
IEF,SNPIX,2509,0.212,-0.0097,0.4904
IEF,SNPSX,2509,0.2126,-0.009,0.4888
IEF,SOPIX,2509,0.0653,-0.0787,0.4541
IEF,SOPSX,2509,0.065,-0.0781,0.453
IEF,SPPIX,2509,-0.2412,-0.0604,0.4968
IEF,SPPSX,2509,-0.2435,-0.0591,0.498
IEF,SRPIX,2509,-0.0994,-0.0918,0.4549
IEF,SRPSX,2509,-0.0987,-0.0924,0.453
IEF,SVPIX,2509,-0.1174,0.0618,0.4992
IEF,SVPSX,2509,-0.1169,0.0621,0.5
IEF,TEPIX,2509,-0.0697,0.0639,0.514
IEF,TEPSX,2509,-0.0695,0.0646,0.5144
IEF,UAPIX,2509,-0.0896,0.0668,0.5036
IEF,UAPSX,2509,-0.0895,0.0671,0.5036
IEF,UBPIX,2509,-0.0725,0.0314,0.4785
IEF,UBPSX,2509,-0.0719,0.0312,0.4785
IEF,UCPIX,2509,0.0909,-0.0696,0.4793
IEF,UCPSX,2509,0.0906,-0.0696,0.4777
IEF,UDPIX,2509,-0.142,0.0798,0.5136
IEF,UDPSX,2509,-0.1414,0.0803,0.5124
IEF,UEPIX,2509,-0.1115,0.0883,0.492
IEF,UEPSX,2509,-0.1098,0.0875,0.4908
IEF,UFPIX,2509,0.0704,-0.0327,0.4996
IEF,UFPSX,2509,0.0707,-0.0321,0.5
IEF,UGPIX,2509,-0.0398,0.0485,0.5092
IEF,UGPSX,2509,-0.0397,0.0487,0.5068
IEF,UHPIX,2509,0.0406,-0.0506,0.4681
IEF,UHPSX,2509,0.0401,-0.0506,0.4661
IEF,UIPIX,2509,0.107,-0.0744,0.4713
IEF,UIPSX,2509,0.1076,-0.0741,0.4701
IEF,UJPIX,2509,-0.2002,0.0648,0.5183
IEF,UJPSX,2509,-0.1965,0.064,0.5175
IEF,UKPIX,2509,0.2068,-0.0678,0.4573
IEF,UKPSX,2509,0.2062,-0.0656,0.4581
IEF,ULPIX,2509,-0.1077,0.0787,0.5144
IEF,ULPSX,2509,-0.1054,0.0788,0.514
IEF,UMPIX,2509,-0.1052,0.073,0.5116
IEF,UMPSX,2509,-0.1048,0.0733,0.512
IEF,UNPIX,2509,-0.041,0.0835,0.4988
IEF,UNPSX,2509,-0.0407,0.0833,0.498
IEF,UOPIX,2509,-0.0597,0.0738,0.5187
IEF,UOPSX,2509,-0.0576,0.0736,0.5191
IEF,URPIX,2509,0.1122,-0.0769,0.4613
IEF,URPSX,2509,0.1133,-0.0759,0.4641
IEF,USPIX,2509,0.064,-0.0751,0.4617
IEF,USPSX,2509,0.0636,-0.0742,0.4637
IEF,UTPIX,2509,0.0889,0.0823,0.5076
IEF,UTPSX,2509,0.0892,0.0834,0.5096
IEF,UUPIX,2509,-0.0657,0.0716,0.5088
IEF,UUPSX,2509,-0.0656,0.072,0.508
IEF,UVPIX,2509,0.0671,-0.0752,0.4773
IEF,UVPSX,2509,0.0671,-0.0743,0.4765
IEF,UWPIX,2509,0.1437,-0.0816,0.4625
IEF,UWPSX,2509,0.1441,-0.0812,0.4633
IEF,UXPIX,2509,0.0417,-0.0859,0.4757
IEF,UXPSX,2509,0.0415,-0.0845,0.4757
IEF,WCPIX,2509,-0.03,0.0557,0.5064
IEF,WCPSX,2509,-0.03,0.0557,0.5048
IEI,AFBIX,2483,-0.2888,-0.0396,0.4766
IEI,AFBSX,2483,-0.1853,-0.0065,0.477
IEI,BIPIX,2509,0.0125,0.0637,0.4996
IEI,BIPSX,2509,0.0119,0.0616,0.5012
IEI,BITIX,1028,-0.029,-0.0204,0.4976
IEI,BKPIX,2509,-0.2089,0.0419,0.498
IEI,BKPSX,2509,-0.2087,0.0424,0.4972
IEI,BLPIX,2509,-0.0952,0.0771,0.4972
IEI,BLPSX,2509,-0.0946,0.0775,0.4948
IEI,BMPIX,2509,-0.0931,0.0634,0.5024
IEI,BMPSX,2509,-0.0931,0.0641,0.5028
IEI,BRPIX,2509,0.0944,-0.0804,0.4561
IEI,BRPSX,2509,0.0961,-0.0801,0.4573
IEI,BTCFX,1254,0.0382,0.0248,0.4796
IEI,CNPIX,2509,-0.0125,0.0896,0.5088
IEI,CNPSX,2509,-0.0121,0.0909,0.51
IEI,CYPIX,2509,-0.0251,0.0734,0.4904
IEI,CYPSX,2509,-0.025,0.0736,0.4904
IEI,ENPIX,2509,-0.189,0.0083,0.4872
IEI,ENPSX,2509,-0.1886,0.0091,0.4876
IEI,ETHFX,356,0.0132,-0.0426,0.4873
IEI,FDPIX,2509,0.3498,0.0252,0.4454
IEI,FDPSX,2509,0.3601,0.033,0.443
IEI,FNPIX,2509,-0.1651,0.0646,0.4968
IEI,FNPSX,2509,-0.1649,0.065,0.496
IEI,FYAIX,2483,0.2885,0.0425,0.4525
IEI,FYASX,2483,0.2899,0.0434,0.4517
IEI,GVPIX,2477,0.7648,0.0046,0.4653
IEI,GVPSX,2477,0.7646,0.0044,0.4665
IEI,HCPIX,2509,-0.0397,0.0969,0.5159
IEI,HCPSX,2509,-0.0392,0.0973,0.5152
IEI,IDPIX,2509,-0.1061,0.0565,0.5064
IEI,IDPSX,2509,-0.1055,0.0566,0.5044
IEI,INPIX,2509,-0.0237,0.0593,0.4992
IEI,INPSX,2509,-0.0228,0.0592,0.498
IEI,LGPIX,2509,-0.0648,0.0676,0.4952
IEI,LGPSX,2509,-0.0643,0.0679,0.4936
IEI,LVPIX,2509,-0.1243,0.0763,0.504
IEI,LVPSX,2509,-0.1235,0.0769,0.5044
IEI,MDPIX,2509,-0.0883,0.0744,0.5004
IEI,MDPSX,2509,-0.0877,0.0752,0.5016
IEI,MGPIX,2509,-0.0619,0.0752,0.5048
IEI,MGPSX,2509,-0.0592,0.0742,0.5036
IEI,MLPIX,2509,-0.1034,0.0672,0.5028
IEI,MLPSX,2509,-0.1028,0.0679,0.5028
IEI,MPIXX,2509,,,0.0
IEI,MPSXX,2509,,,0.0
IEI,OEPIX,2509,-0.1852,-0.0055,0.4765
IEI,OEPSX,2509,-0.185,-0.005,0.4749
IEI,OTPIX,2509,-0.0545,0.0682,0.5004
IEI,OTPSX,2509,-0.054,0.0687,0.4976
IEI,PHPIX,2509,-0.0307,0.087,0.4988
IEI,PHPSX,2509,-0.0304,0.0878,0.4992
IEI,PMPIX,2509,0.2612,0.0452,0.4789
IEI,PMPSX,2509,0.2612,0.0456,0.4785
IEI,RDPIX,2509,-0.3439,-0.0498,0.4721
IEI,RDPSX,2509,-0.3475,-0.0472,0.4753
IEI,REPIX,2509,0.1187,0.0871,0.5056
IEI,REPSX,2509,0.1181,0.0875,0.5044
IEI,RRPIX,2477,-0.7595,-0.0099,0.5032
IEI,RRPSX,2477,-0.7637,-0.0052,0.5016
IEI,RTPIX,2477,-0.8599,-0.0223,0.475
IEI,RTPSX,2477,-0.9003,-0.0152,0.4746
IEI,SGPIX,2509,-0.0743,0.0759,0.4948
IEI,SGPSX,2509,-0.0736,0.0764,0.4956
IEI,SHPIX,2509,0.0797,-0.0732,0.4745
IEI,SHPSX,2509,0.0805,-0.0739,0.4745
IEI,SLPIX,2509,-0.0696,0.0662,0.4924
IEI,SLPSX,2509,-0.0693,0.0662,0.4928
IEI,SMPIX,2509,-0.0793,0.0554,0.4968
IEI,SMPSX,2509,-0.0774,0.0555,0.4964
IEI,SNPIX,2509,0.1876,-0.0125,0.4841
IEI,SNPSX,2509,0.1883,-0.0118,0.4825
IEI,SOPIX,2509,0.0561,-0.0749,0.4573
IEI,SOPSX,2509,0.0558,-0.0745,0.4569
IEI,SPPIX,2509,-0.2552,-0.0522,0.4904
IEI,SPPSX,2509,-0.2573,-0.0508,0.4912
IEI,SRPIX,2509,-0.1178,-0.0922,0.4486
IEI,SRPSX,2509,-0.1167,-0.0924,0.4466
IEI,SVPIX,2509,-0.0938,0.0611,0.4936
IEI,SVPSX,2509,-0.0936,0.0614,0.4948
IEI,TEPIX,2509,-0.064,0.0604,0.5056
IEI,TEPSX,2509,-0.064,0.061,0.5052
IEI,UAPIX,2509,-0.0685,0.0644,0.4932
IEI,UAPSX,2509,-0.0683,0.0647,0.4932
IEI,UBPIX,2509,-0.0519,0.0171,0.4741
IEI,UBPSX,2509,-0.0512,0.0172,0.4741
IEI,UCPIX,2509,0.0691,-0.0667,0.4797
IEI,UCPSX,2509,0.0692,-0.0669,0.4785
IEI,UDPIX,2509,-0.1202,0.0789,0.5036
IEI,UDPSX,2509,-0.1195,0.0795,0.5028
IEI,UEPIX,2509,-0.0857,0.0825,0.4841
IEI,UEPSX,2509,-0.0841,0.0822,0.4829
IEI,UFPIX,2509,0.0498,-0.019,0.4948
IEI,UFPSX,2509,0.05,-0.0183,0.4952
IEI,UGPIX,2509,-0.0342,0.0379,0.4992
IEI,UGPSX,2509,-0.0342,0.0381,0.4984
IEI,UHPIX,2509,0.0338,-0.0396,0.4685
IEI,UHPSX,2509,0.0336,-0.0399,0.4681
IEI,UIPIX,2509,0.0877,-0.074,0.4717
IEI,UIPSX,2509,0.0884,-0.0736,0.4713
IEI,UJPIX,2509,-0.1949,0.0582,0.5072
IEI,UJPSX,2509,-0.1908,0.0573,0.5064
IEI,UKPIX,2509,0.202,-0.0621,0.4589
IEI,UKPSX,2509,0.202,-0.0596,0.4605
IEI,ULPIX,2509,-0.0909,0.0762,0.498
IEI,ULPSX,2509,-0.0887,0.0758,0.4984
IEI,UMPIX,2509,-0.0877,0.0724,0.5004
IEI,UMPSX,2509,-0.0874,0.0729,0.5008
IEI,UNPIX,2509,-0.015,0.0755,0.4884
IEI,UNPSX,2509,-0.0147,0.0754,0.4868
IEI,UOPIX,2509,-0.0517,0.0691,0.5076
IEI,UOPSX,2509,-0.0495,0.0686,0.5072
IEI,URPIX,2509,0.0948,-0.0754,0.4661
IEI,URPSX,2509,0.0959,-0.0745,0.4681
IEI,USPIX,2509,0.0557,-0.0712,0.4653
IEI,USPSX,2509,0.0554,-0.0702,0.4661
IEI,UTPIX,2509,0.1048,0.0726,0.4968
IEI,UTPSX,2509,0.1052,0.0738,0.4988
IEI,UUPIX,2509,-0.0543,0.0585,0.4976
IEI,UUPSX,2509,-0.0542,0.059,0.4972
IEI,UVPIX,2509,0.0549,-0.0621,0.4781
IEI,UVPSX,2509,0.0552,-0.0612,0.4769
IEI,UWPIX,2509,0.1215,-0.0811,0.4629
IEI,UWPSX,2509,0.122,-0.0807,0.4633
IEI,UXPIX,2509,0.0156,-0.0779,0.4777
IEI,UXPSX,2509,0.0155,-0.0763,0.4781
IEI,WCPIX,2509,-0.012,0.0534,0.4908
IEI,WCPSX,2509,-0.0119,0.0534,0.49
LTPZ,AFBIX,2483,-0.2839,-0.0402,0.4883
LTPZ,AFBSX,2483,-0.1685,-0.0327,0.4863
LTPZ,BIPIX,2509,0.0535,0.0253,0.4944
LTPZ,BIPSX,2509,0.0533,0.0254,0.496
LTPZ,BITIX,1028,-0.0653,0.0118,0.5248
LTPZ,BKPIX,2509,-0.1019,-0.0069,0.5068
LTPZ,BKPSX,2509,-0.1021,-0.0068,0.5052
LTPZ,BLPIX,2509,0.0153,0.0484,0.5104
LTPZ,BLPSX,2509,0.0152,0.0492,0.506
LTPZ,BMPIX,2509,0.0134,0.0358,0.5012
LTPZ,BMPSX,2509,0.0133,0.0362,0.5004
LTPZ,BRPIX,2509,-0.0136,-0.0489,0.4573
LTPZ,BRPSX,2509,-0.0132,-0.0482,0.4597
LTPZ,BTCFX,1254,0.0743,0.0214,0.4693
LTPZ,CNPIX,2509,0.0353,0.069,0.5004
LTPZ,CNPSX,2509,0.0354,0.0696,0.5012
LTPZ,CYPIX,2509,0.0742,0.0598,0.5004
LTPZ,CYPSX,2509,0.0745,0.0599,0.5008
LTPZ,ENPIX,2509,-0.0341,-0.0048,0.4809
LTPZ,ENPSX,2509,-0.0339,-0.0047,0.4813
LTPZ,ETHFX,356,0.1713,-0.0782,0.4789
LTPZ,FDPIX,2509,0.2247,0.0617,0.4653
LTPZ,FDPSX,2509,0.2294,0.0671,0.4605
LTPZ,FNPIX,2509,-0.0469,0.0283,0.5036
LTPZ,FNPSX,2509,-0.047,0.0286,0.5024
LTPZ,FYAIX,2483,0.2916,0.0495,0.4569
LTPZ,FYASX,2483,0.2922,0.0498,0.4561
LTPZ,GVPIX,2477,0.8052,0.0351,0.4685
LTPZ,GVPSX,2477,0.805,0.0352,0.4685
LTPZ,HCPIX,2509,0.0124,0.0478,0.5088
LTPZ,HCPSX,2509,0.0128,0.0482,0.508
LTPZ,IDPIX,2509,0.0001,0.0397,0.5036
LTPZ,IDPSX,2509,0.0006,0.0396,0.5012
LTPZ,INPIX,2509,0.0707,0.0528,0.5159
LTPZ,INPSX,2509,0.0705,0.0529,0.5159
LTPZ,LGPIX,2509,0.0381,0.0442,0.5072
LTPZ,LGPSX,2509,0.0388,0.0443,0.504
LTPZ,LVPIX,2509,-0.0167,0.0399,0.4984
LTPZ,LVPSX,2509,-0.016,0.0403,0.4992
LTPZ,MDPIX,2509,0.0232,0.0514,0.5032
LTPZ,MDPSX,2509,0.0235,0.052,0.5036
LTPZ,MGPIX,2509,0.0424,0.0557,0.5124
LTPZ,MGPSX,2509,0.0421,0.0549,0.5116
LTPZ,MLPIX,2509,0.0014,0.0417,0.5036
LTPZ,MLPSX,2509,0.0019,0.0423,0.5016
LTPZ,MPIXX,2509,,,0.0
LTPZ,MPSXX,2509,,,0.0
LTPZ,OEPIX,2509,-0.025,-0.0137,0.4781
LTPZ,OEPSX,2509,-0.0254,-0.0134,0.4753
LTPZ,OTPIX,2509,0.0466,0.0493,0.5068
LTPZ,OTPSX,2509,0.0471,0.0491,0.5052
LTPZ,PHPIX,2509,0.0243,0.0315,0.4956
LTPZ,PHPSX,2509,0.0247,0.0322,0.4952
LTPZ,PMPIX,2509,0.2338,0.0737,0.4956
LTPZ,PMPSX,2509,0.2339,0.0739,0.4952
LTPZ,RDPIX,2509,-0.2146,-0.0786,0.4649
LTPZ,RDPSX,2509,-0.2182,-0.0778,0.4645
LTPZ,REPIX,2509,0.15,0.0583,0.5068
LTPZ,REPSX,2509,0.1492,0.0582,0.5032
LTPZ,RRPIX,2477,-0.799,-0.0383,0.5145
LTPZ,RRPSX,2477,-0.8054,-0.0358,0.5125
LTPZ,RTPIX,2477,-0.7085,-0.0329,0.477
LTPZ,RTPSX,2477,-0.7434,-0.0287,0.475
LTPZ,SGPIX,2509,0.0245,0.0551,0.508
LTPZ,SGPSX,2509,0.0248,0.0555,0.5084
LTPZ,SHPIX,2509,-0.0238,-0.0507,0.4781
LTPZ,SHPSX,2509,-0.0235,-0.0506,0.4765
LTPZ,SLPIX,2509,0.0314,0.0468,0.5004
LTPZ,SLPSX,2509,0.0317,0.0467,0.5008
LTPZ,SMPIX,2509,0.028,0.0495,0.5008
LTPZ,SMPSX,2509,0.0291,0.0494,0.4984
LTPZ,SNPIX,2509,0.0342,0.0026,0.502
LTPZ,SNPSX,2509,0.0346,0.0031,0.5004
LTPZ,SOPIX,2509,-0.0426,-0.0535,0.4637
LTPZ,SOPSX,2509,-0.0429,-0.0528,0.4621
LTPZ,SPPIX,2509,-0.2279,-0.0786,0.4856
LTPZ,SPPSX,2509,-0.2299,-0.0775,0.4864
LTPZ,SRPIX,2509,-0.1466,-0.0589,0.4597
LTPZ,SRPSX,2509,-0.1458,-0.0594,0.4581
LTPZ,SVPIX,2509,0.0045,0.0358,0.4984
LTPZ,SVPSX,2509,0.0048,0.036,0.4984
LTPZ,TEPIX,2509,0.0409,0.0453,0.508
LTPZ,TEPSX,2509,0.0409,0.0459,0.51
LTPZ,UAPIX,2509,0.0328,0.0462,0.5024
LTPZ,UAPSX,2509,0.0329,0.0463,0.502
LTPZ,UBPIX,2509,0.0394,0.0237,0.4837
LTPZ,UBPSX,2509,0.0396,0.0233,0.4821
LTPZ,UCPIX,2509,-0.0296,-0.0482,0.4829
LTPZ,UCPSX,2509,-0.0297,-0.0479,0.4821
LTPZ,UDPIX,2509,-0.0073,0.0535,0.5124
LTPZ,UDPSX,2509,-0.0071,0.0536,0.5116
LTPZ,UEPIX,2509,0.03,0.0659,0.4908
LTPZ,UEPSX,2509,0.0324,0.0651,0.4892
LTPZ,UFPIX,2509,-0.0406,-0.0253,0.4984
LTPZ,UFPSX,2509,-0.0407,-0.0248,0.4972
LTPZ,UGPIX,2509,0.0058,0.0356,0.5112
LTPZ,UGPSX,2509,0.0058,0.0359,0.51
LTPZ,UHPIX,2509,-0.0054,-0.0371,0.4657
LTPZ,UHPSX,2509,-0.0063,-0.0367,0.4641
LTPZ,UIPIX,2509,-0.0204,-0.05,0.4805
LTPZ,UIPSX,2509,-0.0201,-0.0497,0.4777
LTPZ,UJPIX,2509,-0.0521,0.0605,0.5024
LTPZ,UJPSX,2509,-0.0509,0.0596,0.5008
LTPZ,UKPIX,2509,0.0556,-0.0617,0.4757
LTPZ,UKPSX,2509,0.0549,-0.0609,0.4765
LTPZ,ULPIX,2509,0.0173,0.0468,0.5108
LTPZ,ULPSX,2509,0.0178,0.0468,0.5112
LTPZ,UMPIX,2509,0.0227,0.0491,0.5028
LTPZ,UMPSX,2509,0.0231,0.0494,0.5032
LTPZ,UNPIX,2509,0.0675,0.0686,0.498
LTPZ,UNPSX,2509,0.0676,0.0681,0.4976
LTPZ,UOPIX,2509,0.0464,0.0508,0.5132
LTPZ,UOPSX,2509,0.0469,0.0506,0.5136
LTPZ,URPIX,2509,-0.0156,-0.0456,0.4673
LTPZ,URPSX,2509,-0.015,-0.045,0.4681
LTPZ,USPIX,2509,-0.0446,-0.0513,0.4693
LTPZ,USPSX,2509,-0.0451,-0.0509,0.4717
LTPZ,UTPIX,2509,0.1081,0.0522,0.4833
LTPZ,UTPSX,2509,0.1081,0.0526,0.4848
LTPZ,UUPIX,2509,0.0298,0.0549,0.5076
LTPZ,UUPSX,2509,0.0298,0.0551,0.5072
LTPZ,UVPIX,2509,-0.0287,-0.0578,0.4809
LTPZ,UVPSX,2509,-0.0286,-0.0574,0.4789
LTPZ,UWPIX,2509,0.0085,-0.0539,0.4677
LTPZ,UWPSX,2509,0.0088,-0.0534,0.4681
LTPZ,UXPIX,2509,-0.0668,-0.0701,0.4773
LTPZ,UXPSX,2509,-0.0671,-0.0696,0.4777
LTPZ,WCPIX,2509,0.0487,0.0494,0.4968
LTPZ,WCPSX,2509,0.0486,0.0495,0.496
MBB,AFBIX,2483,-0.4969,0.0495,0.4827
MBB,AFBSX,2483,-0.3081,0.0325,0.4827
MBB,BIPIX,2509,0.1864,-0.0164,0.4825
MBB,BIPSX,2509,0.1787,-0.0171,0.4841
MBB,BITIX,1028,-0.0759,0.0194,0.5044
MBB,BKPIX,2509,0.0594,-0.039,0.4988
MBB,BKPSX,2509,0.0594,-0.0385,0.4972
MBB,BLPIX,2509,0.1786,-0.0346,0.4976
MBB,BLPSX,2509,0.1782,-0.0342,0.4952
MBB,BMPIX,2509,0.1608,-0.0208,0.4952
MBB,BMPSX,2509,0.1606,-0.0202,0.4952
MBB,BRPIX,2509,-0.1778,0.0312,0.4537
MBB,BRPSX,2509,-0.1771,0.0317,0.4545
MBB,BTCFX,1254,0.0976,-0.0008,0.482
MBB,CNPIX,2509,0.205,-0.0148,0.4988
MBB,CNPSX,2509,0.2053,-0.0137,0.5
MBB,CYPIX,2509,0.2069,-0.0159,0.4912
MBB,CYPSX,2509,0.2067,-0.0157,0.4908
MBB,ENPIX,2509,0.0093,-0.0445,0.4769
MBB,ENPSX,2509,0.0101,-0.0444,0.4769
MBB,ETHFX,356,0.137,-0.0453,0.4761
MBB,FDPIX,2509,0.339,0.0485,0.4533
MBB,FDPSX,2509,0.35,0.0542,0.4526
MBB,FNPIX,2509,0.1156,-0.0388,0.5012
MBB,FNPSX,2509,0.1157,-0.0385,0.5008
MBB,FYAIX,2483,0.488,-0.0304,0.4444
MBB,FYASX,2483,0.4956,-0.0351,0.442
MBB,GVPIX,2477,0.653,0.0501,0.4758
MBB,GVPSX,2477,0.6528,0.0501,0.4766
MBB,HCPIX,2509,0.17,-0.0056,0.5012
MBB,HCPSX,2509,0.1701,-0.0052,0.5016
MBB,IDPIX,2509,0.1533,-0.0296,0.5036
MBB,IDPSX,2509,0.1537,-0.0296,0.5008
MBB,INPIX,2509,0.1729,-0.023,0.498
MBB,INPSX,2509,0.171,-0.0223,0.4976
MBB,LGPIX,2509,0.1756,-0.039,0.4928
MBB,LGPSX,2509,0.1761,-0.039,0.4912
MBB,LVPIX,2509,0.1692,-0.0315,0.5012
MBB,LVPSX,2509,0.1694,-0.031,0.502
MBB,MDPIX,2509,0.1752,-0.0258,0.4972
MBB,MDPSX,2509,0.1748,-0.0249,0.4976
MBB,MGPIX,2509,0.1807,-0.023,0.502
MBB,MGPSX,2509,0.1781,-0.0224,0.5012
MBB,MLPIX,2509,0.1593,-0.023,0.4952
MBB,MLPSX,2509,0.1588,-0.022,0.4944
MBB,MPIXX,2509,,,0.0
MBB,MPSXX,2509,,,0.0
MBB,OEPIX,2509,0.009,-0.0416,0.4661
MBB,OEPSX,2509,0.0091,-0.0412,0.4641
MBB,OTPIX,2509,0.1774,-0.038,0.4968
MBB,OTPSX,2509,0.1784,-0.0382,0.4952
MBB,PHPIX,2509,0.1723,-0.0069,0.4753
MBB,PHPSX,2509,0.1722,-0.0061,0.4765
MBB,PMPIX,2509,0.2529,0.0543,0.4829
MBB,PMPSX,2509,0.2529,0.0545,0.4825
MBB,RDPIX,2509,-0.3286,-0.0708,0.4597
MBB,RDPSX,2509,-0.3326,-0.0682,0.4605
MBB,REPIX,2509,0.3174,-0.0193,0.5068
MBB,REPSX,2509,0.3168,-0.0194,0.5056
MBB,RRPIX,2477,-0.6475,-0.0549,0.4903
MBB,RRPSX,2477,-0.6528,-0.05,0.4887
MBB,RTPIX,2477,-0.7286,-0.0587,0.4616
MBB,RTPSX,2477,-0.7662,-0.0516,0.462
MBB,SGPIX,2509,0.1719,-0.017,0.4896
MBB,SGPSX,2509,0.1719,-0.0165,0.4904
MBB,SHPIX,2509,-0.1624,0.0124,0.4785
MBB,SHPSX,2509,-0.1619,0.0121,0.4765
MBB,SLPIX,2509,0.1799,-0.0233,0.4841
MBB,SLPSX,2509,0.1802,-0.0234,0.4844
MBB,SMPIX,2509,0.121,-0.0371,0.496
MBB,SMPSX,2509,0.1211,-0.0368,0.4944
MBB,SNPIX,2509,-0.0097,0.041,0.4912
MBB,SNPSX,2509,-0.0093,0.0418,0.4892
MBB,SOPIX,2509,-0.1726,0.0316,0.4561
MBB,SOPSX,2509,-0.1731,0.0324,0.4545
MBB,SPPIX,2509,-0.2462,-0.0625,0.486
MBB,SPPSX,2509,-0.2481,-0.0612,0.4864
MBB,SRPIX,2509,-0.3144,0.0137,0.4442
MBB,SRPSX,2509,-0.3142,0.013,0.4418
MBB,SVPIX,2509,0.1599,-0.0183,0.4872
MBB,SVPSX,2509,0.1593,-0.0179,0.4876
MBB,TEPIX,2509,0.1601,-0.0412,0.5052
MBB,TEPSX,2509,0.1596,-0.0409,0.5064
MBB,UAPIX,2509,0.1812,-0.0227,0.4852
MBB,UAPSX,2509,0.1814,-0.0226,0.4852
MBB,UBPIX,2509,0.1612,-0.0603,0.4601
MBB,UBPSX,2509,0.1616,-0.06,0.4605
MBB,UCPIX,2509,-0.1794,0.021,0.4825
MBB,UCPSX,2509,-0.1794,0.0213,0.4821
MBB,UDPIX,2509,0.1602,-0.033,0.504
MBB,UDPSX,2509,0.1605,-0.0327,0.504
MBB,UEPIX,2509,0.1596,-0.0049,0.4761
MBB,UEPSX,2509,0.1631,-0.0062,0.4749
MBB,UFPIX,2509,-0.1647,0.0577,0.5052
MBB,UFPSX,2509,-0.1649,0.0587,0.5048
MBB,UGPIX,2509,0.1075,-0.0043,0.4904
MBB,UGPSX,2509,0.1073,-0.0038,0.4876
MBB,UHPIX,2509,-0.107,0.0025,0.4737
MBB,UHPSX,2509,-0.1078,0.0027,0.4729
MBB,UIPIX,2509,-0.1757,0.0234,0.4725
MBB,UIPSX,2509,-0.1754,0.0238,0.4701
MBB,UJPIX,2509,0.0438,-0.0205,0.4996
