ETF,Fund,N,Same,Lead1,DirAgree
SOXX,UOPSX,2509,0.8554,-0.1079,0.4988
SOXX,URPIX,2509,-0.803,0.0883,0.4956
SOXX,URPSX,2509,-0.8027,0.0877,0.4952
SOXX,USPIX,2509,-0.8716,0.1124,0.494
SOXX,USPSX,2509,-0.8719,0.1119,0.4936
SOXX,UTPIX,2509,0.2966,-0.0604,0.49
SOXX,UTPSX,2509,0.2967,-0.061,0.49
SOXX,UUPIX,2509,0.7279,-0.0879,0.4884
SOXX,UUPSX,2509,0.7279,-0.0878,0.4888
SOXX,UVPIX,2509,-0.7256,0.0895,0.504
SOXX,UVPSX,2509,-0.7267,0.0891,0.5016
SOXX,UWPIX,2509,-0.6746,0.0712,0.4944
SOXX,UWPSX,2509,-0.6766,0.0721,0.4948
SOXX,UXPIX,2509,-0.6961,0.0716,0.4976
SOXX,UXPSX,2509,-0.6968,0.0713,0.4972
SOXX,WCPIX,2509,0.5868,-0.0597,0.4892
SOXX,WCPSX,2509,0.5865,-0.0596,0.4888
SPTL,AFBIX,2483,-0.1632,-0.0299,0.4936
SPTL,AFBSX,2483,-0.0995,-0.0131,0.4932
SPTL,BIPIX,2509,-0.0241,0.0579,0.504
SPTL,BIPSX,2509,-0.0207,0.0565,0.5056
SPTL,BITIX,1028,-0.0138,0.0136,0.5083
SPTL,BKPIX,2509,-0.275,0.0203,0.5044
SPTL,BKPSX,2509,-0.275,0.0206,0.5032
SPTL,BLPIX,2509,-0.152,0.0781,0.5088
SPTL,BLPSX,2509,-0.1512,0.0795,0.5052
SPTL,BMPIX,2509,-0.1619,0.0508,0.5044
SPTL,BMPSX,2509,-0.1621,0.0514,0.5048
SPTL,BRPIX,2509,0.1525,-0.0776,0.4541
SPTL,BRPSX,2509,0.1537,-0.0773,0.4561
SPTL,BTCFX,1254,0.01,0.0045,0.4749
SPTL,CNPIX,2509,-0.0843,0.0981,0.504
SPTL,CNPSX,2509,-0.0839,0.0991,0.5048
SPTL,CYPIX,2509,-0.0609,0.0692,0.5028
SPTL,CYPSX,2509,-0.0603,0.0695,0.5032
SPTL,ENPIX,2509,-0.242,-0.0014,0.4844
SPTL,ENPSX,2509,-0.2418,-0.0009,0.4844
SPTL,ETHFX,356,0.0839,-0.089,0.4761
SPTL,FDPIX,2509,0.2245,0.0279,0.4553
SPTL,FDPSX,2509,0.2284,0.0347,0.4526
SPTL,FNPIX,2509,-0.2251,0.0557,0.5048
SPTL,FNPSX,2509,-0.2248,0.056,0.5052
SPTL,FYAIX,2483,0.1784,0.0337,0.444
SPTL,FYASX,2483,0.1762,0.0358,0.4424
SPTL,GVPIX,2477,0.986,-0.0055,0.4616
SPTL,GVPSX,2477,0.9861,-0.0057,0.4624
SPTL,HCPIX,2509,-0.0993,0.0921,0.5112
SPTL,HCPSX,2509,-0.0985,0.0928,0.5112
SPTL,IDPIX,2509,-0.1688,0.0556,0.5084
SPTL,IDPSX,2509,-0.1681,0.0557,0.5064
SPTL,INPIX,2509,-0.047,0.0583,0.506
SPTL,INPSX,2509,-0.0451,0.0585,0.5056
SPTL,LGPIX,2509,-0.107,0.0704,0.5056
SPTL,LGPSX,2509,-0.1061,0.0711,0.5036
SPTL,LVPIX,2509,-0.1966,0.07,0.4996
SPTL,LVPSX,2509,-0.1958,0.0706,0.5
SPTL,MDPIX,2509,-0.1399,0.0673,0.5064
SPTL,MDPSX,2509,-0.1388,0.0683,0.5068
SPTL,MGPIX,2509,-0.1,0.0691,0.51
SPTL,MGPSX,2509,-0.0953,0.0682,0.5096
SPTL,MLPIX,2509,-0.1631,0.0568,0.5008
SPTL,MLPSX,2509,-0.1617,0.0578,0.5
SPTL,MPIXX,2509,,,0.0
SPTL,MPSXX,2509,,,0.0
SPTL,OEPIX,2509,-0.2329,-0.0229,0.4793
SPTL,OEPSX,2509,-0.233,-0.0225,0.4773
SPTL,OTPIX,2509,-0.0893,0.0732,0.5032
SPTL,OTPSX,2509,-0.0888,0.0735,0.5008
SPTL,PHPIX,2509,-0.076,0.0752,0.4936
SPTL,PHPSX,2509,-0.0753,0.076,0.4944
SPTL,PMPIX,2509,0.1918,0.0447,0.4837
SPTL,PMPSX,2509,0.1917,0.045,0.4833
SPTL,RDPIX,2509,-0.2123,-0.0492,0.4701
SPTL,RDPSX,2509,-0.2154,-0.0466,0.4701
SPTL,REPIX,2509,0.0489,0.0796,0.5056
SPTL,REPSX,2509,0.0485,0.0799,0.5052
SPTL,RRPIX,2477,-0.9787,0.0009,0.5129
SPTL,RRPSX,2477,-0.9852,0.005,0.5113
SPTL,RTPIX,2477,-0.8667,0.0007,0.4851
SPTL,RTPSX,2477,-0.909,0.0075,0.4838
SPTL,SGPIX,2509,-0.129,0.0696,0.4988
SPTL,SGPSX,2509,-0.1271,0.0702,0.4992
SPTL,SHPIX,2509,0.1316,-0.0659,0.4749
SPTL,SHPSX,2509,0.1327,-0.0672,0.4737
SPTL,SLPIX,2509,-0.1287,0.061,0.4984
SPTL,SLPSX,2509,-0.1283,0.061,0.4984
SPTL,SMPIX,2509,-0.0911,0.0685,0.4984
SPTL,SMPSX,2509,-0.0887,0.0689,0.4968
SPTL,SNPIX,2509,0.2417,-0.0018,0.4924
SPTL,SNPSX,2509,0.2424,-0.0012,0.4908
SPTL,SOPIX,2509,0.0922,-0.0789,0.4601
SPTL,SOPSX,2509,0.0918,-0.0779,0.4589
SPTL,SPPIX,2509,-0.1864,-0.0517,0.4944
SPTL,SPPSX,2509,-0.1883,-0.0501,0.4944
SPTL,SRPIX,2509,-0.0451,-0.083,0.4553
SPTL,SRPSX,2509,-0.0444,-0.0836,0.4522
SPTL,SVPIX,2509,-0.1559,0.0497,0.4916
SPTL,SVPSX,2509,-0.1551,0.0501,0.4924
SPTL,TEPIX,2509,-0.0929,0.0668,0.5068
SPTL,TEPSX,2509,-0.0925,0.0678,0.5072
SPTL,UAPIX,2509,-0.1285,0.0599,0.5
SPTL,UAPSX,2509,-0.1284,0.0602,0.4996
SPTL,UBPIX,2509,-0.1155,0.0376,0.4721
SPTL,UBPSX,2509,-0.1151,0.0371,0.4717
SPTL,UCPIX,2509,0.1292,-0.062,0.4789
SPTL,UCPSX,2509,0.129,-0.0617,0.4777
SPTL,UDPIX,2509,-0.183,0.0774,0.508
SPTL,UDPSX,2509,-0.1824,0.0778,0.5072
SPTL,UEPIX,2509,-0.1559,0.0858,0.4928
SPTL,UEPSX,2509,-0.1549,0.0846,0.4908
SPTL,UFPIX,2509,0.1133,-0.0388,0.502
SPTL,UFPSX,2509,0.1137,-0.0384,0.5028
SPTL,UGPIX,2509,-0.0487,0.0599,0.5072
SPTL,UGPSX,2509,-0.0483,0.0602,0.5056
SPTL,UHPIX,2509,0.0497,-0.0626,0.4661
SPTL,UHPSX,2509,0.0491,-0.0626,0.4645
SPTL,UIPIX,2509,0.1442,-0.0645,0.4717
SPTL,UIPSX,2509,0.1445,-0.0641,0.4701
SPTL,UJPIX,2509,-0.2034,0.0722,0.512
SPTL,UJPSX,2509,-0.2006,0.0721,0.5104
SPTL,UKPIX,2509,0.2074,-0.0713,0.4617
SPTL,UKPSX,2509,0.2071,-0.0695,0.4617
SPTL,ULPIX,2509,-0.1483,0.0772,0.5092
SPTL,ULPSX,2509,-0.1462,0.078,0.5088
SPTL,UMPIX,2509,-0.141,0.0638,0.506
SPTL,UMPSX,2509,-0.1402,0.0642,0.5064
SPTL,UNPIX,2509,-0.0977,0.084,0.4968
SPTL,UNPSX,2509,-0.0973,0.0836,0.4972
SPTL,UOPIX,2509,-0.0882,0.0767,0.5108
SPTL,UOPSX,2509,-0.0864,0.0772,0.5116
SPTL,URPIX,2509,0.1526,-0.0734,0.4637
SPTL,URPSX,2509,0.1536,-0.0722,0.4649
SPTL,USPIX,2509,0.0912,-0.0761,0.4665
SPTL,USPSX,2509,0.0909,-0.0754,0.4681
SPTL,UTPIX,2509,0.0334,0.0849,0.4936
SPTL,UTPSX,2509,0.0337,0.0858,0.4956
SPTL,UUPIX,2509,-0.0897,0.0817,0.5108
SPTL,UUPSX,2509,-0.0897,0.0821,0.5108
SPTL,UVPIX,2509,0.0911,-0.0853,0.4717
SPTL,UVPSX,2509,0.0913,-0.0845,0.4709
SPTL,UWPIX,2509,0.1844,-0.0778,0.4649
SPTL,UWPSX,2509,0.1849,-0.0772,0.4661
SPTL,UXPIX,2509,0.0978,-0.0858,0.4741
SPTL,UXPSX,2509,0.0978,-0.0849,0.4745
SPTL,WCPIX,2509,-0.0704,0.0559,0.496
SPTL,WCPSX,2509,-0.0704,0.0559,0.4948
STIP,AFBIX,2483,-0.3885,-0.0159,0.4504
STIP,AFBSX,2483,-0.2388,-0.0042,0.4496
STIP,BIPIX,2509,0.1077,0.0039,0.4884
STIP,BIPSX,2509,0.1023,0.0049,0.4892
STIP,BITIX,1028,-0.0835,-0.0219,0.4732
STIP,BKPIX,2509,0.0857,-0.0094,0.4896
STIP,BKPSX,2509,0.0858,-0.0094,0.4888
STIP,BLPIX,2509,0.1658,0.0091,0.4976
STIP,BLPSX,2509,0.1647,0.0095,0.4944
STIP,BMPIX,2509,0.1819,0.0056,0.4976
STIP,BMPSX,2509,0.182,0.0059,0.4976
STIP,BRPIX,2509,-0.1676,-0.0109,0.4302
STIP,BRPSX,2509,-0.1671,-0.0104,0.431
STIP,BTCFX,1254,0.1037,0.0166,0.4725
STIP,CNPIX,2509,0.1751,0.0272,0.4924
STIP,CNPSX,2509,0.1754,0.0277,0.4936
STIP,CYPIX,2509,0.1616,0.0234,0.4892
STIP,CYPSX,2509,0.1613,0.0235,0.4888
STIP,ENPIX,2509,0.227,-0.0057,0.4745
STIP,ENPSX,2509,0.2279,-0.0055,0.4737
STIP,ETHFX,356,0.0325,-0.0263,0.4845
STIP,FDPIX,2509,0.2554,0.0576,0.4402
STIP,FDPSX,2509,0.2676,0.0609,0.437
STIP,FNPIX,2509,0.1389,0.0013,0.4936
STIP,FNPSX,2509,0.1388,0.0015,0.4928
STIP,FYAIX,2483,0.3774,0.0268,0.4545
STIP,FYASX,2483,0.3826,0.026,0.4549
STIP,GVPIX,2477,0.3208,0.0663,0.4338
STIP,GVPSX,2477,0.3206,0.0663,0.4346
STIP,HCPIX,2509,0.1416,0.0069,0.5096
STIP,HCPSX,2509,0.1415,0.0071,0.5084
STIP,IDPIX,2509,0.1703,0.0022,0.49
STIP,IDPSX,2509,0.1706,0.0021,0.4884
STIP,INPIX,2509,0.1349,0.0272,0.504
STIP,INPSX,2509,0.1327,0.0276,0.5036
STIP,LGPIX,2509,0.1489,0.0036,0.4888
STIP,LGPSX,2509,0.1487,0.0039,0.4868
STIP,LVPIX,2509,0.1763,0.0088,0.4924
STIP,LVPSX,2509,0.1771,0.0093,0.4928
STIP,MDPIX,2509,0.1828,0.0096,0.5
STIP,MDPSX,2509,0.1824,0.0099,0.5
STIP,MGPIX,2509,0.17,0.0169,0.5056
STIP,MGPSX,2509,0.166,0.0178,0.5044
STIP,MLPIX,2509,0.1805,0.0073,0.4928
STIP,MLPSX,2509,0.1797,0.0074,0.4928
STIP,MPIXX,2509,,,0.0
STIP,MPSXX,2509,,,0.0
STIP,OEPIX,2509,0.207,-0.0009,0.4625
STIP,OEPSX,2509,0.207,-0.0006,0.4597
STIP,OTPIX,2509,0.1413,0.0091,0.4972
STIP,OTPSX,2509,0.1419,0.0095,0.4972
STIP,PHPIX,2509,0.1258,0.0085,0.4872
STIP,PHPSX,2509,0.1259,0.0086,0.4868
STIP,PMPIX,2509,0.2664,0.026,0.4701
STIP,PMPSX,2509,0.2666,0.026,0.4693
STIP,RDPIX,2509,-0.2553,-0.0684,0.4533
STIP,RDPSX,2509,-0.2585,-0.0685,0.453
STIP,REPIX,2509,0.2636,0.0103,0.4956
STIP,REPSX,2509,0.2626,0.0104,0.4944
STIP,RRPIX,2477,-0.3192,-0.0689,0.5093
STIP,RRPSX,2477,-0.3214,-0.0671,0.5089
STIP,RTPIX,2477,-0.4301,-0.0609,0.4653
STIP,RTPSX,2477,-0.449,-0.0592,0.4624
STIP,SGPIX,2509,0.1693,0.0166,0.4956
STIP,SGPSX,2509,0.1683,0.017,0.4964
STIP,SHPIX,2509,-0.168,-0.0119,0.4458
STIP,SHPSX,2509,-0.1674,-0.0105,0.4434
STIP,SLPIX,2509,0.1856,0.006,0.4972
STIP,SLPSX,2509,0.1861,0.0058,0.496
STIP,SMPIX,2509,0.1046,0.0033,0.4924
STIP,SMPSX,2509,0.1043,0.0038,0.4896
STIP,SNPIX,2509,-0.2283,0.0034,0.4709
STIP,SNPSX,2509,-0.2282,0.0039,0.4705
STIP,SOPIX,2509,-0.1385,-0.0121,0.4346
STIP,SOPSX,2509,-0.1389,-0.012,0.4346
STIP,SPPIX,2509,-0.2612,-0.0292,0.4745
STIP,SPPSX,2509,-0.2623,-0.029,0.4765
STIP,SRPIX,2509,-0.2632,-0.0128,0.4342
STIP,SRPSX,2509,-0.2627,-0.0123,0.433
STIP,SVPIX,2509,0.1706,0.0097,0.4912
STIP,SVPSX,2509,0.1698,0.0096,0.4912
STIP,TEPIX,2509,0.1288,0.0068,0.4992
STIP,TEPSX,2509,0.1282,0.0069,0.4976
STIP,UAPIX,2509,0.1847,0.008,0.4956
STIP,UAPSX,2509,0.185,0.0079,0.4948
STIP,UBPIX,2509,0.2059,-0.0367,0.4701
STIP,UBPSX,2509,0.2066,-0.0363,0.4693
STIP,UCPIX,2509,-0.1851,-0.0068,0.4502
STIP,UCPSX,2509,-0.1846,-0.0072,0.449
STIP,UDPIX,2509,0.1687,0.0148,0.5068
STIP,UDPSX,2509,0.169,0.0151,0.5056
STIP,UEPIX,2509,0.2031,0.013,0.4848
STIP,UEPSX,2509,0.2071,0.0129,0.4856
STIP,UFPIX,2509,-0.2064,0.034,0.4729
STIP,UFPSX,2509,-0.2067,0.0346,0.4741
STIP,UGPIX,2509,0.0491,-0.0051,0.5052
STIP,UGPSX,2509,0.0488,-0.0048,0.5024
STIP,UHPIX,2509,-0.0509,0.0059,0.4358
STIP,UHPSX,2509,-0.051,0.0056,0.4342
STIP,UIPIX,2509,-0.1854,-0.011,0.4466
STIP,UIPSX,2509,-0.1841,-0.0115,0.445
STIP,UJPIX,2509,0.0452,0.0231,0.4948
STIP,UJPSX,2509,0.0468,0.0231,0.4936
STIP,UKPIX,2509,-0.0394,-0.0215,0.4458
STIP,UKPSX,2509,-0.039,-0.0205,0.4466
STIP,ULPIX,2509,0.1682,0.0089,0.4984
STIP,ULPSX,2509,0.1679,0.0085,0.4992
STIP,UMPIX,2509,0.184,0.011,0.4996
STIP,UMPSX,2509,0.1839,0.0114,0.4996
STIP,UNPIX,2509,0.2115,0.0265,0.4968
STIP,UNPSX,2509,0.2114,0.0265,0.4964
STIP,UOPIX,2509,0.1421,0.0099,0.5056
STIP,UOPSX,2509,0.1424,0.01,0.5048
STIP,URPIX,2509,-0.1687,-0.0071,0.4394
STIP,URPSX,2509,-0.1685,-0.0071,0.4402
STIP,USPIX,2509,-0.1403,-0.0095,0.4414
STIP,USPSX,2509,-0.1401,-0.0094,0.4422
STIP,UTPIX,2509,0.213,-0.0203,0.4785
STIP,UTPSX,2509,0.2131,-0.0196,0.4805
STIP,UUPIX,2509,0.1244,-0.0047,0.502
STIP,UUPSX,2509,0.1246,-0.0045,0.5024
STIP,UVPIX,2509,-0.1246,0.0033,0.4482
STIP,UVPSX,2509,-0.1244,0.0034,0.4466
STIP,UWPIX,2509,-0.167,-0.0162,0.4366
STIP,UWPSX,2509,-0.167,-0.0161,0.4362
STIP,UXPIX,2509,-0.2103,-0.0279,0.4406
STIP,UXPSX,2509,-0.211,-0.0271,0.4406
STIP,WCPIX,2509,0.1524,0.0203,0.4952
STIP,WCPSX,2509,0.1525,0.0201,0.4956
TBF,AFBIX,2483,0.1741,0.0152,0.4428
TBF,AFBSX,2483,0.1081,0.0006,0.4404
TBF,BIPIX,2509,0.0195,-0.0479,0.4733
TBF,BIPSX,2509,0.0174,-0.0465,0.4721
TBF,BITIX,1028,0.0095,-0.008,0.4684
TBF,BKPIX,2509,0.2678,-0.0094,0.4701
TBF,BKPSX,2509,0.2678,-0.0097,0.4701
TBF,BLPIX,2509,0.1412,-0.0657,0.4581
TBF,BLPSX,2509,0.1402,-0.0668,0.4557
TBF,BMPIX,2509,0.1562,-0.0387,0.4693
TBF,BMPSX,2509,0.1564,-0.0393,0.4685
TBF,BRPIX,2509,-0.1433,0.065,0.4956
TBF,BRPSX,2509,-0.1441,0.0645,0.4956
TBF,BTCFX,1254,-0.0014,-0.0101,0.5068
TBF,CNPIX,2509,0.0719,-0.0822,0.4697
TBF,CNPSX,2509,0.0716,-0.0832,0.4705
TBF,CYPIX,2509,0.056,-0.0624,0.4729
TBF,CYPSX,2509,0.0554,-0.0625,0.4709
TBF,ENPIX,2509,0.2477,0.0052,0.4928
TBF,ENPSX,2509,0.2475,0.0049,0.4912
TBF,ETHFX,356,-0.0631,0.0857,0.5042
TBF,FDPIX,2509,-0.2139,-0.0323,0.4498
TBF,FDPSX,2509,-0.2169,-0.0377,0.449
TBF,FNPIX,2509,0.2174,-0.0415,0.4681
TBF,FNPSX,2509,0.2172,-0.0418,0.4657
TBF,FYAIX,2483,-0.1825,-0.0197,0.4855
TBF,FYASX,2483,-0.1813,-0.0214,0.4859
TBF,GVPIX,2477,-0.9769,0.0099,0.5097
TBF,GVPSX,2477,-0.9769,0.01,0.5085
TBF,HCPIX,2509,0.0836,-0.0754,0.4697
TBF,HCPSX,2509,0.0829,-0.0759,0.4697
TBF,IDPIX,2509,0.1647,-0.0465,0.4653
TBF,IDPSX,2509,0.1641,-0.0466,0.4633
TBF,INPIX,2509,0.0421,-0.0538,0.4581
TBF,INPSX,2509,0.0401,-0.0537,0.4585
TBF,LGPIX,2509,0.099,-0.0618,0.4474
TBF,LGPSX,2509,0.0982,-0.0621,0.4438
TBF,LVPIX,2509,0.1847,-0.0526,0.4705
TBF,LVPSX,2509,0.184,-0.053,0.4701
TBF,MDPIX,2509,0.1416,-0.0593,0.4689
TBF,MDPSX,2509,0.1407,-0.06,0.4681
TBF,MGPIX,2509,0.1006,-0.0634,0.4653
TBF,MGPSX,2509,0.0958,-0.0623,0.4669
TBF,MLPIX,2509,0.1667,-0.0495,0.4757
TBF,MLPSX,2509,0.1653,-0.0503,0.4749
TBF,MPIXX,2509,,,0.0
TBF,MPSXX,2509,,,0.0
TBF,OEPIX,2509,0.2439,0.0231,0.4924
TBF,OEPSX,2509,0.244,0.0226,0.4916
TBF,OTPIX,2509,0.0813,-0.0674,0.4506
TBF,OTPSX,2509,0.0807,-0.0673,0.4482
TBF,PHPIX,2509,0.0655,-0.0573,0.4785
TBF,PHPSX,2509,0.0648,-0.0579,0.4769
TBF,PMPIX,2509,-0.1693,-0.0441,0.4972
TBF,PMPSX,2509,-0.1692,-0.0444,0.498
TBF,RDPIX,2509,0.1987,0.0506,0.4741
TBF,RDPSX,2509,0.2017,0.0482,0.4725
TBF,REPIX,2509,-0.0544,-0.0633,0.4697
TBF,REPSX,2509,-0.0543,-0.0637,0.4693
TBF,RRPIX,2477,0.9688,-0.0061,0.4649
TBF,RRPSX,2477,0.9762,-0.0095,0.4637
TBF,RTPIX,2477,0.8526,-0.0047,0.4394
TBF,RTPSX,2477,0.895,-0.0111,0.4362
TBF,SGPIX,2509,0.1321,-0.0646,0.4777
TBF,SGPSX,2509,0.1302,-0.0651,0.4761
TBF,SHPIX,2509,-0.1361,0.0612,0.488
TBF,SHPSX,2509,-0.1368,0.0624,0.486
TBF,SLPIX,2509,0.1334,-0.0568,0.4737
TBF,SLPSX,2509,0.1331,-0.0568,0.4745
TBF,SMPIX,2509,0.0909,-0.0629,0.4585
TBF,SMPSX,2509,0.0885,-0.0626,0.4514
TBF,SNPIX,2509,-0.2479,-0.0025,0.4821
TBF,SNPSX,2509,-0.2485,-0.0031,0.4813
TBF,SOPIX,2509,-0.0857,0.072,0.5124
TBF,SOPSX,2509,-0.0853,0.0711,0.5104
TBF,SPPIX,2509,0.1636,0.0502,0.4721
TBF,SPPSX,2509,0.1653,0.049,0.4725
TBF,SRPIX,2509,0.05,0.0667,0.488
TBF,SRPSX,2509,0.0496,0.0673,0.4864
TBF,SVPIX,2509,0.1589,-0.0435,0.4833
TBF,SVPSX,2509,0.158,-0.0438,0.4809
TBF,TEPIX,2509,0.0856,-0.061,0.4486
TBF,TEPSX,2509,0.0851,-0.0617,0.4422
TBF,UAPIX,2509,0.1318,-0.0544,0.4749
TBF,UAPSX,2509,0.1317,-0.0546,0.4745
TBF,UBPIX,2509,0.1161,-0.0289,0.498
TBF,UBPSX,2509,0.1158,-0.0285,0.4976
TBF,UCPIX,2509,-0.1351,0.058,0.498
TBF,UCPSX,2509,-0.1348,0.0577,0.4976
TBF,UDPIX,2509,0.1721,-0.0638,0.4685
TBF,UDPSX,2509,0.1716,-0.0641,0.4661
TBF,UEPIX,2509,0.1534,-0.0722,0.4482
TBF,UEPSX,2509,0.1524,-0.0711,0.4514
TBF,UFPIX,2509,-0.1144,0.0293,0.4733
TBF,UFPSX,2509,-0.1148,0.0289,0.4701
TBF,UGPIX,2509,0.0461,-0.0603,0.4605
TBF,UGPSX,2509,0.0457,-0.0604,0.4597
TBF,UHPIX,2509,-0.0475,0.0626,0.508
TBF,UHPSX,2509,-0.047,0.0625,0.5048
TBF,UIPIX,2509,-0.1466,0.0584,0.502
TBF,UIPSX,2509,-0.1468,0.058,0.4988
TBF,UJPIX,2509,0.1975,-0.062,0.4613
TBF,UJPSX,2509,0.1946,-0.0614,0.4601
TBF,UKPIX,2509,-0.2026,0.0633,0.5096
TBF,UKPSX,2509,-0.2015,0.0618,0.5052
TBF,ULPIX,2509,0.1376,-0.0645,0.4609
TBF,ULPSX,2509,0.1354,-0.065,0.4621
TBF,UMPIX,2509,0.1429,-0.0571,0.4689
TBF,UMPSX,2509,0.1422,-0.0573,0.4685
TBF,UNPIX,2509,0.0913,-0.0716,0.4629
TBF,UNPSX,2509,0.0907,-0.0708,0.4601
TBF,UOPIX,2509,0.08,-0.0695,0.4593
TBF,UOPSX,2509,0.0782,-0.0695,0.4577
TBF,URPIX,2509,-0.1422,0.0618,0.5036
TBF,URPSX,2509,-0.1432,0.0606,0.502
TBF,USPIX,2509,-0.0837,0.0701,0.5179
TBF,USPSX,2509,-0.0834,0.0696,0.5187
TBF,UTPIX,2509,-0.0507,-0.0601,0.4884
TBF,UTPSX,2509,-0.0508,-0.0609,0.4864
TBF,UUPIX,2509,0.0876,-0.0761,0.4649
TBF,UUPSX,2509,0.0876,-0.0764,0.4649
TBF,UVPIX,2509,-0.0891,0.0791,0.51
TBF,UVPSX,2509,-0.0891,0.0784,0.5076
TBF,UWPIX,2509,-0.1743,0.0648,0.5004
TBF,UWPSX,2509,-0.1746,0.0641,0.498
TBF,UXPIX,2509,-0.0915,0.0729,0.5008
TBF,UXPSX,2509,-0.0915,0.0723,0.5
TBF,WCPIX,2509,0.0651,-0.0518,0.4741
TBF,WCPSX,2509,0.0652,-0.0518,0.4749
TBT,AFBIX,2483,0.1878,-0.0041,0.4468
TBT,AFBSX,2483,0.116,-0.0109,0.4424
TBT,BIPIX,2509,0.0045,-0.0335,0.4833
TBT,BIPSX,2509,0.0025,-0.0332,0.4821
TBT,BITIX,1028,0.0075,-0.0106,0.4742
TBT,BKPIX,2509,0.2541,0.0087,0.4769
TBT,BKPSX,2509,0.2542,0.0084,0.4765
TBT,BLPIX,2509,0.1275,-0.0408,0.4665
TBT,BLPSX,2509,0.1267,-0.0421,0.4645
TBT,BMPIX,2509,0.1428,-0.0194,0.4773
TBT,BMPSX,2509,0.143,-0.02,0.4765
TBT,BRPIX,2509,-0.1293,0.0409,0.496
TBT,BRPSX,2509,-0.1302,0.0404,0.4964
TBT,BTCFX,1254,0.0001,-0.0062,0.51
TBT,CNPIX,2509,0.0624,-0.0635,0.4801
TBT,CNPSX,2509,0.0621,-0.0644,0.4809
TBT,CYPIX,2509,0.0434,-0.0401,0.4789
TBT,CYPSX,2509,0.0429,-0.0404,0.4769
TBT,ENPIX,2509,0.2339,0.0203,0.4972
TBT,ENPSX,2509,0.2337,0.02,0.4956
TBT,ETHFX,356,-0.0548,0.0798,0.5155
TBT,FDPIX,2509,-0.2187,-0.0296,0.4581
TBT,FDPSX,2509,-0.2223,-0.0355,0.4581
TBT,FNPIX,2509,0.2018,-0.0196,0.4733
TBT,FNPSX,2509,0.2016,-0.0199,0.4713
TBT,FYAIX,2483,-0.1956,-0.0023,0.4907
TBT,FYASX,2483,-0.1947,-0.0037,0.4911
TBT,GVPIX,2477,-0.9823,-0.0052,0.5162
TBT,GVPSX,2477,-0.9824,-0.0051,0.5141
TBT,HCPIX,2509,0.0737,-0.0569,0.4777
TBT,HCPSX,2509,0.073,-0.0574,0.4777
TBT,IDPIX,2509,0.1503,-0.0231,0.4709
TBT,IDPSX,2509,0.1497,-0.0232,0.4689
TBT,INPIX,2509,0.0324,-0.0331,0.4657
TBT,INPSX,2509,0.0306,-0.0334,0.4665
TBT,LGPIX,2509,0.086,-0.0377,0.453
TBT,LGPSX,2509,0.0851,-0.0381,0.4498
TBT,LVPIX,2509,0.1706,-0.0294,0.4789
TBT,LVPSX,2509,0.17,-0.0299,0.4785
TBT,MDPIX,2509,0.1242,-0.0346,0.4757
TBT,MDPSX,2509,0.1232,-0.0354,0.4749
TBT,MGPIX,2509,0.0848,-0.0388,0.4721
TBT,MGPSX,2509,0.0803,-0.0383,0.4733
TBT,MLPIX,2509,0.1491,-0.0268,0.4805
TBT,MLPSX,2509,0.1478,-0.0278,0.4789
TBT,MPIXX,2509,,,0.0
TBT,MPSXX,2509,,,0.0
TBT,OEPIX,2509,0.23,0.0369,0.4944
TBT,OEPSX,2509,0.2301,0.0365,0.4932
TBT,OTPIX,2509,0.0687,-0.0428,0.4589
TBT,OTPSX,2509,0.0681,-0.0428,0.4557
TBT,PHPIX,2509,0.0549,-0.0419,0.4821
TBT,PHPSX,2509,0.0543,-0.0426,0.4805
TBT,PMPIX,2509,-0.1718,-0.0392,0.4992
TBT,PMPSX,2509,-0.1717,-0.0395,0.5
TBT,RDPIX,2509,0.2041,0.0506,0.4749
TBT,RDPSX,2509,0.2071,0.0481,0.4733
TBT,REPIX,2509,-0.0714,-0.0428,0.4757
TBT,REPSX,2509,-0.071,-0.0433,0.4741
TBT,RRPIX,2477,0.9744,0.0095,0.4685
TBT,RRPSX,2477,0.9815,0.0056,0.4673
TBT,RTPIX,2477,0.8585,0.01,0.4463
TBT,RTPSX,2477,0.9017,0.0037,0.4431
TBT,SGPIX,2509,0.1164,-0.0393,0.4821
TBT,SGPSX,2509,0.1145,-0.04,0.4805
TBT,SHPIX,2509,-0.1193,0.037,0.4916
TBT,SHPSX,2509,-0.1203,0.0384,0.4892
TBT,SLPIX,2509,0.1164,-0.0317,0.4793
TBT,SLPSX,2509,0.1161,-0.0317,0.4797
TBT,SMPIX,2509,0.0786,-0.0411,0.4661
TBT,SMPSX,2509,0.0763,-0.0414,0.4593
TBT,SNPIX,2509,-0.2339,-0.0173,0.4872
TBT,SNPSX,2509,-0.2345,-0.0179,0.4864
TBT,SOPIX,2509,-0.0729,0.0485,0.5132
TBT,SOPSX,2509,-0.0724,0.0476,0.5108
TBT,SPPIX,2509,0.1658,0.0463,0.4789
TBT,SPPSX,2509,0.1677,0.0448,0.4797
TBT,SRPIX,2509,0.0669,0.0466,0.4932
TBT,SRPSX,2509,0.0665,0.0471,0.4916
TBT,SVPIX,2509,0.1428,-0.0218,0.4896
TBT,SVPSX,2509,0.142,-0.0222,0.4872
TBT,TEPIX,2509,0.0731,-0.0376,0.4565
TBT,TEPSX,2509,0.0728,-0.0386,0.4498
